curriculum_sequence,curriculum_entry,curriculum_level,alias,alias_type,source_print_page
2295,salesman / saleswoman,high_school_selective_compulsory,saleswoman,slash_component,163
2296,salt,compulsory_education,salt,primary,163
2297,salty,high_school_selective_compulsory,salty,primary,163
2298,same,compulsory_education,same,primary,163
2299,sample,high_school_selective_compulsory,sample,primary,163
2300,sand,compulsory_education,sand,primary,163
2301,sandwich,compulsory_education,sandwich,primary,163
2302,satellite,high_school_selective_compulsory,satellite,primary,163
2303,satisfaction,high_school_compulsory,satisfaction,primary,163
2304,satisfy,compulsory_education,satisfy,primary,163
2305,Saturday,compulsory_education,Saturday,primary,163
2306,saucer,high_school_selective_compulsory,saucer,primary,163
2307,sausage,high_school_selective_compulsory,sausage,primary,163
2308,save,compulsory_education,save,primary,163
2309,saving,high_school_selective_compulsory,saving,primary,163
2310,say,compulsory_education,say,primary,163
2311,saying,high_school_selective_compulsory,saying,primary,163
2312,scare,high_school_compulsory,scare,primary,163
2313,scarf,compulsory_education,scarf,primary,163
2314,scene,high_school_compulsory,scene,primary,163
2315,schedule,high_school_compulsory,schedule,primary,163
2316,scholarship,high_school_selective_compulsory,scholarship,primary,163
2317,school,compulsory_education,school,primary,163
2318,schoolbag,compulsory_education,schoolbag,primary,163
2319,science,compulsory_education,science,primary,163
2320,scientific,high_school_selective_compulsory,scientific,primary,163
2321,scientist,compulsory_education,scientist,primary,163
2322,scissors,compulsory_education,scissors,primary,163
2323,score,compulsory_education,score,primary,163
2324,scream,high_school_selective_compulsory,scream,primary,163
2325,screen,compulsory_education,screen,primary,163
2326,sculpture,high_school_selective_compulsory,sculpture,primary,163
2327,sea,compulsory_education,sea,primary,163
2328,search,compulsory_education,search,primary,164
2329,season,compulsory_education,season,primary,164
2330,seat,compulsory_education,seat,primary,164
2331,second,compulsory_education,second,primary,164
2332,secondary,high_school_selective_compulsory,secondary,primary,164
2333,secret,compulsory_education,secret,primary,164
2334,secretary,compulsory_education,secretary,primary,164
2335,section,high_school_compulsory,section,primary,164
2336,secure,high_school_selective_compulsory,secure,primary,164
2337,security,high_school_selective_compulsory,security,primary,164
2338,see,compulsory_education,see,primary,164
2339,seed,high_school_selective_compulsory,seed,primary,164
2340,seek,high_school_compulsory,seek,primary,164
2341,seem,compulsory_education,seem,primary,164
2342,seize,high_school_selective_compulsory,seize,primary,164
2343,seldom,compulsory_education,seldom,primary,164
2344,select,high_school_compulsory,select,primary,164
2345,sell,compulsory_education,sell,primary,164
2346,send,compulsory_education,send,primary,164
2347,senior,high_school_compulsory,senior,primary,164
2348,sense,compulsory_education,sense,primary,164
2349,sensitive,high_school_selective_compulsory,sensitive,primary,164
2350,sentence,compulsory_education,sentence,primary,164
2351,separate,compulsory_education,separate,primary,164
2352,September,compulsory_education,September,primary,164
2353,series,high_school_compulsory,series,primary,164
2354,serious,compulsory_education,serious,primary,164
2355,servant,high_school_selective_compulsory,servant,primary,164
2356,serve,compulsory_education,serve,primary,164
2357,service,compulsory_education,service,primary,164
2358,session,high_school_selective_compulsory,session,primary,164
2359,set,compulsory_education,set,primary,164
2360,setting,high_school_selective_compulsory,setting,primary,164
2361,settle,high_school_compulsory,settle,primary,164
2362,seven,compulsory_education,seven,primary,164
2363,seventeen,compulsory_education,seventeen,primary,164
2364,seventh,compulsory_education,seventh,primary,164
2365,seventy,compulsory_education,seventy,primary,164
2366,several,compulsory_education,several,primary,164
2367,severe,high_school_selective_compulsory,severe,primary,164
2368,sew,high_school_selective_compulsory,sew,primary,164
2369,sex,high_school_compulsory,sex,primary,164
2370,shade,high_school_selective_compulsory,shade,primary,164
2371,shadow,high_school_selective_compulsory,shadow,primary,164
2372,shake,compulsory_education,shake,primary,164
2373,shall,compulsory_education,shall,primary,164
2374,shallow,high_school_compulsory,shallow,primary,164
2375,shame,compulsory_education,shame,primary,164
2376,shape,compulsory_education,shape,primary,164
2377,share,compulsory_education,share,primary,164
2378,shark,high_school_selective_compulsory,shark,primary,164
2379,sharp,high_school_compulsory,sharp,primary,164
2380,shave,high_school_selective_compulsory,shave,primary,164
2381,she,compulsory_education,she,primary,164
2382,sheep,compulsory_education,sheep,primary,164
2383,sheet,high_school_compulsory,sheet,primary,164
2384,shelf,high_school_selective_compulsory,shelf,primary,165
2385,shelter,high_school_selective_compulsory,shelter,primary,165
2386,shift,high_school_selective_compulsory,shift,primary,165
2387,shine,compulsory_education,shine,primary,165
2388,ship,compulsory_education,ship,primary,165
2389,shirt,compulsory_education,shirt,primary,165
2390,shock,high_school_compulsory,shock,primary,165
2391,shoe,compulsory_education,shoe,primary,165
2392,shoot,high_school_compulsory,shoot,primary,165
2393,shop,compulsory_education,shop,primary,165
2394,shore,high_school_selective_compulsory,shore,primary,165
2395,short,compulsory_education,short,primary,165
2396,shortage,high_school_selective_compulsory,shortage,primary,165
2397,shorts,compulsory_education,shorts,primary,165
2398,should,compulsory_education,should,primary,165
2399,shoulder,compulsory_education,shoulder,primary,165
2400,shout,compulsory_education,shout,primary,165
2401,show,compulsory_education,show,primary,165
2402,shower,compulsory_education,shower,primary,165
2403,shut,compulsory_education,shut,primary,165
2404,shy,compulsory_education,shy,primary,165
2405,sick,compulsory_education,sick,primary,165
2406,side,compulsory_education,side,primary,165
2407,sight,high_school_compulsory,sight,primary,165
2408,sign,compulsory_education,sign,primary,165
2409,signal,high_school_compulsory,signal,primary,165
2410,significant,high_school_compulsory,significant,primary,165
2411,silence,compulsory_education,silence,primary,165
2412,silent,compulsory_education,silent,primary,165
2413,silk,compulsory_education,silk,primary,165
2414,silly,compulsory_education,silly,primary,165
2415,silver,compulsory_education,silver,primary,165
2416,similar,compulsory_education,similar,primary,165
2417,simple,compulsory_education,simple,primary,165
2418,since,compulsory_education,since,primary,165
2419,sincerely,high_school_selective_compulsory,sincerely,primary,165
2420,sing,compulsory_education,sing,primary,165
2421,single,compulsory_education,single,primary,165
2422,sink,high_school_selective_compulsory,sink,primary,165
2423,sir,compulsory_education,sir,primary,165
2424,sister,compulsory_education,sister,primary,165
2425,sit,compulsory_education,sit,primary,165
2426,site,high_school_compulsory,site,primary,165
2427,situation,compulsory_education,situation,primary,165
2428,six,compulsory_education,six,primary,165
2429,sixteen,compulsory_education,sixteen,primary,165
2430,sixth,compulsory_education,sixth,primary,165
2431,sixty,compulsory_education,sixty,primary,165
2432,size,compulsory_education,size,primary,165
2433,skate,compulsory_education,skate,primary,165
2434,skateboard,high_school_selective_compulsory,skateboard,primary,165
2435,ski,high_school_compulsory,ski,primary,165
2436,skill,compulsory_education,skill,primary,165
2437,skin,high_school_compulsory,skin,primary,165
2438,skip,high_school_selective_compulsory,skip,primary,165
2439,skirt,compulsory_education,skirt,primary,165
2440,sky,compulsory_education,sky,primary,166
2441,sleep,compulsory_education,sleep,primary,166
2442,sleepy,compulsory_education,sleepy,primary,166
2443,slice,high_school_selective_compulsory,slice,primary,166
2444,slide,high_school_compulsory,slide,primary,166
2445,slightly,high_school_compulsory,slightly,primary,166
2446,slim,high_school_compulsory,slim,primary,166
2447,slip,high_school_selective_compulsory,slip,primary,166
2448,slow,compulsory_education,slow,primary,166
2449,small,compulsory_education,small,primary,166
2450,smart,compulsory_education,smart,primary,166
2451,smell,compulsory_education,smell,primary,166
2452,smile,compulsory_education,smile,primary,166
2453,smog,high_school_compulsory,smog,primary,166
2454,smoke,compulsory_education,smoke,primary,166
2455,smooth,compulsory_education,smooth,primary,166
2456,snack,high_school_compulsory,snack,primary,166
2457,snake,compulsory_education,snake,primary,166
2458,sneeze,high_school_selective_compulsory,sneeze,primary,166
2459,snow,compulsory_education,snow,primary,166
2460,snowy,compulsory_education,snowy,primary,166
2461,so,compulsory_education,so,primary,166
2462,soccer,high_school_compulsory,soccer,primary,166
2463,social,compulsory_education,social,primary,166
2464,socialist,high_school_selective_compulsory,socialist,primary,166
2465,society,compulsory_education,society,primary,166
2466,sock,compulsory_education,sock,primary,166
2467,sofa,compulsory_education,sofa,primary,166
2468,soft,compulsory_education,soft,primary,166
2469,software,high_school_compulsory,software,primary,166
2470,soil,high_school_selective_compulsory,soil,primary,166
2471,solar,high_school_selective_compulsory,solar,primary,166
2472,soldier,high_school_selective_compulsory,soldier,primary,166
2473,solid,high_school_selective_compulsory,solid,primary,166
2474,solution,high_school_compulsory,solution,primary,166
2475,solve,compulsory_education,solve,primary,166
2476,some,compulsory_education,some,primary,166
2477,somebody,compulsory_education,somebody,primary,166
2478,somehow,high_school_compulsory,somehow,primary,166
2479,someone,compulsory_education,someone,primary,166
2480,something,compulsory_education,something,primary,166
2481,sometimes,compulsory_education,sometimes,primary,166
2482,somewhat,high_school_selective_compulsory,somewhat,primary,166
2483,somewhere,compulsory_education,somewhere,primary,166
2484,son,compulsory_education,son,primary,166
2485,song,compulsory_education,song,primary,166
2486,soon,compulsory_education,soon,primary,166
2487,sorrow,high_school_selective_compulsory,sorrow,primary,166
2488,sorry,compulsory_education,sorry,primary,166
2489,sort,high_school_compulsory,sort,primary,166
2490,soul,high_school_selective_compulsory,soul,primary,166
2491,sound,compulsory_education,sound,primary,166
2492,soup,compulsory_education,soup,primary,166
2493,sour,high_school_selective_compulsory,sour,primary,166
2494,source,high_school_compulsory,source,primary,166
2495,south,compulsory_education,south,primary,166
2496,southern,compulsory_education,southern,primary,167
2497,sow,high_school_selective_compulsory,sow,primary,167
2498,space,compulsory_education,space,primary,167
2499,spare,compulsory_education,spare,primary,167
2500,speak,compulsory_education,speak,primary,167
2501,speaker,compulsory_education,speaker,primary,167
2502,special,compulsory_education,special,primary,167
2503,specialist,high_school_selective_compulsory,specialist,primary,167
2504,species,high_school_selective_compulsory,species,primary,167
2505,specific,high_school_compulsory,specific,primary,167
2506,speech,compulsory_education,speech,primary,167
2507,speed,compulsory_education,speed,primary,167
2508,spell,compulsory_education,spell,primary,167
2509,spend,compulsory_education,spend,primary,167
2510,spirit,compulsory_education,spirit,primary,167
2511,splendid,high_school_selective_compulsory,splendid,primary,167
2512,sponsor,high_school_selective_compulsory,sponsor,primary,167
2513,spoon,compulsory_education,spoon,primary,167
2514,sport,compulsory_education,sport,primary,167
2515,spot,high_school_selective_compulsory,spot,primary,167
2516,spread,compulsory_education,spread,primary,167
2517,spring,compulsory_education,spring,primary,167
2518,spy,high_school_selective_compulsory,spy,primary,167
2519,square,compulsory_education,square,primary,167
2520,stability,high_school_selective_compulsory,stability,primary,167
2521,stadium,high_school_selective_compulsory,stadium,primary,167
2522,staff,high_school_compulsory,staff,primary,167
2523,stage,high_school_compulsory,stage,primary,167
2524,stair,high_school_compulsory,stair,primary,167
2525,stamp,compulsory_education,stamp,primary,167
2526,stand,compulsory_education,stand,primary,167
2527,standard,compulsory_education,standard,primary,167
2528,star,compulsory_education,star,primary,167
2529,stare,high_school_selective_compulsory,stare,primary,167
2530,start,compulsory_education,start,primary,167
2531,starve,high_school_selective_compulsory,starve,primary,167
2532,state,compulsory_education,state,primary,167
2533,station,compulsory_education,station,primary,167
2534,statistic,high_school_selective_compulsory,statistic,primary,167
2535,statue,high_school_selective_compulsory,statue,primary,167
2536,stay,compulsory_education,stay,primary,167
2537,steak,high_school_selective_compulsory,steak,primary,167
2538,steal,compulsory_education,steal,primary,167
2539,steam,high_school_selective_compulsory,steam,primary,167
2540,steel,high_school_selective_compulsory,steel,primary,167
2541,step,compulsory_education,step,primary,167
2542,stick,compulsory_education,stick,primary,167
2543,still,compulsory_education,still,primary,167
2544,stimulate,high_school_selective_compulsory,stimulate,primary,167
2545,stomach,compulsory_education,stomach,primary,167
2546,stomachache,compulsory_education,stomachache,primary,167
2547,stone,compulsory_education,stone,primary,167
2548,stop,compulsory_education,stop,primary,167
2549,store,compulsory_education,store,primary,167
2550,storm,compulsory_education,storm,primary,167
2551,story,compulsory_education,story,primary,167
2552,straight,compulsory_education,straight,primary,168
2553,straightforward,high_school_selective_compulsory,straightforward,primary,168
2554,strait,high_school_selective_compulsory,strait,primary,168
2555,strange,compulsory_education,strange,primary,168
2556,stranger,compulsory_education,stranger,primary,168
2557,strategy,high_school_compulsory,strategy,primary,168
2558,strawberry,compulsory_education,strawberry,primary,168
2559,stream,high_school_selective_compulsory,stream,primary,168
2560,street,compulsory_education,street,primary,168
2561,strength,high_school_compulsory,strength,primary,168
2562,strengthen,high_school_selective_compulsory,strengthen,primary,168
2563,stress,high_school_compulsory,stress,primary,168
2564,stretch,high_school_selective_compulsory,stretch,primary,168
2565,strict,compulsory_education,strict,primary,168
2566,strike,high_school_selective_compulsory,strike,primary,168
2567,string,high_school_selective_compulsory,string,primary,168
2568,strong,compulsory_education,strong,primary,168
2569,structure,high_school_selective_compulsory,structure,primary,168
2570,struggle,high_school_compulsory,struggle,primary,168
2571,student,compulsory_education,student,primary,168
2572,studio,high_school_compulsory,studio,primary,168
2573,study,compulsory_education,study,primary,168
2574,stuff,high_school_compulsory,stuff,primary,168
2575,stupid,compulsory_education,stupid,primary,168
2576,style,high_school_compulsory,style,primary,168
2577,subject,compulsory_education,subject,primary,168
2578,subjective,high_school_selective_compulsory,subjective,primary,168
2579,submit,high_school_selective_compulsory,submit,primary,168
2580,subscribe,high_school_selective_compulsory,subscribe,primary,168
2581,subsequent,high_school_selective_compulsory,subsequent,primary,168
2582,substance,high_school_selective_compulsory,substance,primary,168
2583,substantial,high_school_selective_compulsory,substantial,primary,168
2584,suburb,high_school_selective_compulsory,suburb,primary,168
2585,subway,high_school_compulsory,subway,primary,168
2586,succeed,compulsory_education,succeed,primary,168
2587,success,compulsory_education,success,primary,168
2588,successful,compulsory_education,successful,primary,168
2589,such,compulsory_education,such,primary,168
2590,sudden,compulsory_education,sudden,primary,168
2591,suffer,high_school_compulsory,suffer,primary,168
2592,sufficient,high_school_compulsory,sufficient,primary,168
2593,sugar,compulsory_education,sugar,primary,168
2594,suggest,compulsory_education,suggest,primary,168
2595,suggestion,compulsory_education,suggestion,primary,168
2596,suit,high_school_selective_compulsory,suit,primary,168
2597,suitable,high_school_selective_compulsory,suitable,primary,168
2598,sum,high_school_selective_compulsory,sum,primary,168
2599,summary,high_school_compulsory,summary,primary,168
2600,summer,compulsory_education,summer,primary,168
2601,sun,compulsory_education,sun,primary,168
2602,Sunday,compulsory_education,Sunday,primary,168
2603,sunny,compulsory_education,sunny,primary,168
2604,super,high_school_compulsory,super,primary,168
2605,superb,high_school_selective_compulsory,superb,primary,168
2606,superior,high_school_selective_compulsory,superior,primary,168
2607,supermarket,compulsory_education,supermarket,primary,168
2608,supply,high_school_compulsory,supply,primary,169
2609,support,compulsory_education,support,primary,169
2610,suppose,compulsory_education,suppose,primary,169
2611,sure,compulsory_education,sure,primary,169
2612,surf,high_school_compulsory,surf,primary,169
2613,surface,compulsory_education,surface,primary,169
2614,surgeon,high_school_selective_compulsory,surgeon,primary,169
2615,surgery,high_school_selective_compulsory,surgery,primary,169
2616,surprise,compulsory_education,surprise,primary,169
2617,surround,high_school_compulsory,surround,primary,169
2618,surrounding,high_school_selective_compulsory,surrounding,primary,169
2619,survey,compulsory_education,survey,primary,169
2620,survive,high_school_compulsory,survive,primary,169
2621,suspect,high_school_selective_compulsory,suspect,primary,169
2622,suspend,high_school_selective_compulsory,suspend,primary,169
2623,sustain,high_school_selective_compulsory,sustain,primary,169
2624,sweat,high_school_compulsory,sweat,primary,169
2625,sweater,compulsory_education,sweater,primary,169
2626,sweep,high_school_selective_compulsory,sweep,primary,169
2627,sweet,compulsory_education,sweet,primary,169
2628,swim,compulsory_education,swim,primary,169
2629,swimming,compulsory_education,swimming,primary,169
2630,swing,high_school_selective_compulsory,swing,primary,169
2631,switch,high_school_selective_compulsory,switch,primary,169
2632,symbol,high_school_selective_compulsory,symbol,primary,169
2633,sympathy,high_school_selective_compulsory,sympathy,primary,169
2634,symphony,high_school_selective_compulsory,symphony,primary,169
2635,system,high_school_compulsory,system,primary,169
2636,table,compulsory_education,table,primary,169
2637,tablet,high_school_selective_compulsory,tablet,primary,169
2638,tackle,high_school_selective_compulsory,tackle,primary,169
2639,tail,compulsory_education,tail,primary,169
2640,tailor,high_school_selective_compulsory,tailor,primary,169
2641,take,compulsory_education,take,primary,169
2642,tale,high_school_selective_compulsory,tale,primary,169
2643,talent,high_school_compulsory,talent,primary,169
2644,talk,compulsory_education,talk,primary,169
2645,tall,compulsory_education,tall,primary,169
2646,tank,high_school_selective_compulsory,tank,primary,169
2647,tape,compulsory_education,tape,primary,169
2648,target,high_school_compulsory,target,primary,169
2649,task,compulsory_education,task,primary,169
2650,taste,compulsory_education,taste,primary,169
2651,tax,high_school_selective_compulsory,tax,primary,169
2652,taxi,compulsory_education,taxi,primary,169
2653,tea,compulsory_education,tea,primary,169
2654,teach,compulsory_education,teach,primary,169
2655,teacher,compulsory_education,teacher,primary,169
2656,team,compulsory_education,team,primary,169
2657,teapot,high_school_selective_compulsory,teapot,primary,169
2658,tear,high_school_compulsory,tear,primary,169
2659,technique,high_school_compulsory,technique,primary,169
2660,technology,compulsory_education,technology,primary,169
2661,teenager,high_school_compulsory,teenager,primary,169
2662,telephone,compulsory_education,telephone,primary,170
2663,telescope,high_school_selective_compulsory,telescope,primary,170
2664,television (TV),compulsory_education,television,primary,170
2664,television (TV),compulsory_education,TV,parenthetical_variant,170
2665,tell,compulsory_education,tell,primary,170
2666,temperature,compulsory_education,temperature,primary,170
2667,temple,high_school_selective_compulsory,temple,primary,170
2668,temporary,high_school_selective_compulsory,temporary,primary,170
2669,ten,compulsory_education,ten,primary,170
2670,tend,high_school_compulsory,tend,primary,170
2671,tendency,high_school_selective_compulsory,tendency,primary,170
2672,tennis,compulsory_education,tennis,primary,170
2673,tension,high_school_selective_compulsory,tension,primary,170
2674,tenth,compulsory_education,tenth,primary,170
2675,term,compulsory_education,term,primary,170
2676,terrible,compulsory_education,terrible,primary,170
2677,territory,high_school_selective_compulsory,territory,primary,170
2678,test,compulsory_education,test,primary,170
2679,text,compulsory_education,text,primary,170
2680,than,compulsory_education,than,primary,170
2681,thank,compulsory_education,thank,primary,170
2682,that,compulsory_education,that,primary,170
2683,the,compulsory_education,the,primary,170
2684,theatre,compulsory_education,theatre,primary,170
2685,theft,high_school_selective_compulsory,theft,primary,170
2686,their,compulsory_education,their,primary,170
2687,them,compulsory_education,them,primary,170
2688,theme,high_school_compulsory,theme,primary,170
2689,themselves,compulsory_education,themselves,primary,170
2690,then,compulsory_education,then,primary,170
2691,theory,high_school_selective_compulsory,theory,primary,170
2692,there,compulsory_education,there,primary,170
2693,therefore,high_school_compulsory,therefore,primary,170
2694,these,compulsory_education,these,primary,170
2695,they,compulsory_education,they,primary,170
2696,thick,compulsory_education,thick,primary,170
2697,thin,compulsory_education,thin,primary,170
2698,thing,compulsory_education,thing,primary,170
2699,think,compulsory_education,think,primary,170
2700,thinking,high_school_selective_compulsory,thinking,primary,170
2701,third,compulsory_education,third,primary,170
2702,thirsty,compulsory_education,thirsty,primary,170
2703,thirteen,compulsory_education,thirteen,primary,170
2704,thirty,compulsory_education,thirty,primary,170
2705,this,compulsory_education,this,primary,170
2706,thorough,high_school_selective_compulsory,thorough,primary,170
2707,those,compulsory_education,those,primary,170
2708,though,compulsory_education,though,primary,170
2709,thought,compulsory_education,thought,primary,170
2710,thousand,compulsory_education,thousand,primary,170
2711,threat,high_school_selective_compulsory,threat,primary,170
2712,threaten,high_school_selective_compulsory,threaten,primary,170
2713,three,compulsory_education,three,primary,170
2714,through,compulsory_education,through,primary,170
2715,throughout,high_school_compulsory,throughout,primary,170
2716,throw,compulsory_education,throw,primary,170
2717,thunder,high_school_selective_compulsory,thunder,primary,170
2718,Thursday,compulsory_education,Thursday,primary,171
2719,thus,high_school_compulsory,thus,primary,171
2720,ticket,compulsory_education,ticket,primary,171
2721,tidy,compulsory_education,tidy,primary,171
2722,tie,compulsory_education,tie,primary,171
2723,tiger,compulsory_education,tiger,primary,171
2724,tight,high_school_selective_compulsory,tight,primary,171
2725,time,compulsory_education,time,primary,171
2726,tiny,compulsory_education,tiny,primary,171
2727,tip,high_school_compulsory,tip,primary,171
2728,tired,compulsory_education,tired,primary,171
2729,tissue,high_school_compulsory,tissue,primary,171
2730,title,high_school_compulsory,title,primary,171
2731,to,compulsory_education,to,primary,171
2732,toast,high_school_selective_compulsory,toast,primary,171
2733,tobacco,high_school_selective_compulsory,tobacco,primary,171
2734,today,compulsory_education,today,primary,171
2735,together,compulsory_education,together,primary,171
2736,toilet,compulsory_education,toilet,primary,171
2737,tolerate,high_school_selective_compulsory,tolerate,primary,171
2738,tomato,compulsory_education,tomato,primary,171
2739,tomorrow,compulsory_education,tomorrow,primary,171
2740,ton,compulsory_education,ton,primary,171
2741,tone,high_school_selective_compulsory,tone,primary,171
2742,tonight,compulsory_education,tonight,primary,171
2743,too,compulsory_education,too,primary,171
2744,tool,compulsory_education,tool,primary,171
2745,tooth (pl. teeth),compulsory_education,tooth,primary,171
2745,tooth (pl. teeth),compulsory_education,teeth,inflection_variant,171
2746,toothache,compulsory_education,toothache,primary,171
2747,top,compulsory_education,top,primary,171
2748,topic,high_school_compulsory,topic,primary,171
2749,total,compulsory_education,total,primary,171
2750,touch,compulsory_education,touch,primary,171
2751,tough,high_school_compulsory,tough,primary,171
2752,tour,compulsory_education,tour,primary,171
2753,tourist,compulsory_education,tourist,primary,171
2754,tournament,high_school_selective_compulsory,tournament,primary,171
2755,toward(s),compulsory_education,toward,primary,171
2755,toward(s),compulsory_education,towards,suffix_variant,171
2756,towel,high_school_selective_compulsory,towel,primary,171
2757,tower,compulsory_education,tower,primary,171
2758,town,compulsory_education,town,primary,171
2759,toy,compulsory_education,toy,primary,171
2760,track,high_school_compulsory,track,primary,171
2761,trade,compulsory_education,trade,primary,171
2762,tradition,high_school_compulsory,tradition,primary,171
2763,traditional,compulsory_education,traditional,primary,171
2764,traffic,compulsory_education,traffic,primary,171
2765,train,compulsory_education,train,primary,171
2766,training,compulsory_education,training,primary,171
2767,transform,high_school_selective_compulsory,transform,primary,171
2768,translate,compulsory_education,translate,primary,171
2769,transport,high_school_compulsory,transport,primary,171
2770,trap,high_school_selective_compulsory,trap,primary,171
2771,travel,compulsory_education,travel,primary,171
2772,treasure,compulsory_education,treasure,primary,171
2773,treat,compulsory_education,treat,primary,171
2774,treatment,high_school_compulsory,treatment,primary,172
2775,tree,compulsory_education,tree,primary,172
2776,trend,high_school_selective_compulsory,trend,primary,172
2777,trial,high_school_selective_compulsory,trial,primary,172
2778,trick,high_school_selective_compulsory,trick,primary,172
2779,trip,compulsory_education,trip,primary,172
2780,trouble,compulsory_education,trouble,primary,172
2781,trousers,compulsory_education,trousers,primary,172
2782,truck,compulsory_education,truck,primary,172
2783,true,compulsory_education,true,primary,172
2784,trunk,high_school_selective_compulsory,trunk,primary,172
2785,trust,compulsory_education,trust,primary,172
2786,truth,compulsory_education,truth,primary,172
2787,try,compulsory_education,try,primary,172
2788,T-shirt,compulsory_education,T-shirt,primary,172
2789,tube,high_school_selective_compulsory,tube,primary,172
2790,Tuesday,compulsory_education,Tuesday,primary,172
2791,tune,high_school_selective_compulsory,tune,primary,172
2792,turkey,high_school_compulsory,turkey,primary,172
2793,turn,compulsory_education,turn,primary,172
2794,twelfth,compulsory_education,twelfth,primary,172
2795,twelve,compulsory_education,twelve,primary,172
2796,twentieth,compulsory_education,twentieth,primary,172
2797,twenty,compulsory_education,twenty,primary,172
2798,twice,compulsory_education,twice,primary,172
2799,twin,high_school_selective_compulsory,twin,primary,172
2800,two,compulsory_education,two,primary,172
2801,type,high_school_compulsory,type,primary,172
2802,typhoon,high_school_selective_compulsory,typhoon,primary,172
2803,typical,high_school_compulsory,typical,primary,172
2804,ugly,compulsory_education,ugly,primary,172
2805,UK,compulsory_education,UK,primary,172
2806,ultimately,high_school_selective_compulsory,ultimately,primary,172
2807,umbrella,compulsory_education,umbrella,primary,172
2808,uncle,compulsory_education,uncle,primary,172
2809,under,compulsory_education,under,primary,172
2810,underground,compulsory_education,underground,primary,172
2811,understand,compulsory_education,understand,primary,172
2812,uniform,high_school_selective_compulsory,uniform,primary,172
2813,unique,high_school_compulsory,unique,primary,172
2814,unit,compulsory_education,unit,primary,172
2815,universe,high_school_selective_compulsory,universe,primary,172
2816,university,compulsory_education,university,primary,172
2817,unless,compulsory_education,unless,primary,172
2818,until (till),compulsory_education,until,primary,172
2818,until (till),compulsory_education,till,parenthetical_variant,172
2819,unusual,high_school_selective_compulsory,unusual,primary,172
2820,up,compulsory_education,up,primary,172
2821,update,high_school_compulsory,update,primary,172
2822,upon,compulsory_education,upon,primary,172
2823,upper,high_school_compulsory,upper,primary,172
2824,upset,high_school_selective_compulsory,upset,primary,172
2825,urban,high_school_selective_compulsory,urban,primary,172
2826,urge,high_school_selective_compulsory,urge,primary,172
2827,urgent,high_school_selective_compulsory,urgent,primary,172
2828,US,compulsory_education,US,primary,173
2829,us,compulsory_education,us,primary,173
2830,use,compulsory_education,use,primary,173
2831,used,compulsory_education,used,primary,173
2832,useful,compulsory_education,useful,primary,173
2833,usual,compulsory_education,usual,primary,173
2834,usually,compulsory_education,usually,primary,173
2835,vacation,compulsory_education,vacation,primary,173
2836,valley,high_school_selective_compulsory,valley,primary,173
2837,valuable,compulsory_education,valuable,primary,173
2838,value,compulsory_education,value,primary,173
2839,variation,high_school_selective_compulsory,variation,primary,173
2840,variety,high_school_compulsory,variety,primary,173
2841,various,high_school_compulsory,various,primary,173
2842,vary,high_school_selective_compulsory,vary,primary,173
2843,vase,high_school_selective_compulsory,vase,primary,173
2844,vast,high_school_selective_compulsory,vast,primary,173
2845,vegetable,compulsory_education,vegetable,primary,173
2846,vehicle,high_school_compulsory,vehicle,primary,173
2847,venue,high_school_selective_compulsory,venue,primary,173
2848,version,high_school_selective_compulsory,version,primary,173
2849,very,compulsory_education,very,primary,173
2850,victim,high_school_selective_compulsory,victim,primary,173
2851,victory,compulsory_education,victory,primary,173
2852,video,compulsory_education,video,primary,173
2853,view,high_school_compulsory,view,primary,173
2854,village,compulsory_education,village,primary,173
2855,violence,high_school_selective_compulsory,violence,primary,173
2856,violin,compulsory_education,violin,primary,173
2857,virtual,high_school_selective_compulsory,virtual,primary,173
2858,virtue,high_school_selective_compulsory,virtue,primary,173
2859,virus,high_school_selective_compulsory,virus,primary,173
2860,visible,high_school_selective_compulsory,visible,primary,173
2861,vision,high_school_selective_compulsory,vision,primary,173
2862,visit,compulsory_education,visit,primary,173
2863,visitor,compulsory_education,visitor,primary,173
2864,visual,high_school_selective_compulsory,visual,primary,173
2865,vital,high_school_selective_compulsory,vital,primary,173
2866,vivid,high_school_selective_compulsory,vivid,primary,173
2867,vocabulary,high_school_selective_compulsory,vocabulary,primary,173
2868,voice,compulsory_education,voice,primary,173
2869,volcano,high_school_compulsory,volcano,primary,173
2870,volleyball,compulsory_education,volleyball,primary,173
2871,volume,high_school_selective_compulsory,volume,primary,173
2872,volunteer,high_school_compulsory,volunteer,primary,173
2873,vote,high_school_selective_compulsory,vote,primary,173
2874,wage,high_school_selective_compulsory,wage,primary,173
2875,waist,high_school_selective_compulsory,waist,primary,173
2876,wait,compulsory_education,wait,primary,173
2877,wake,compulsory_education,wake,primary,173
2878,walk,compulsory_education,walk,primary,173
2879,wall,compulsory_education,wall,primary,173
2880,wallet,compulsory_education,wallet,primary,174
2881,wander,high_school_selective_compulsory,wander,primary,174
2882,want,compulsory_education,want,primary,174
2883,war,compulsory_education,war,primary,174
2884,ward,high_school_selective_compulsory,ward,primary,174
2885,warm,compulsory_education,warm,primary,174
2886,warn,compulsory_education,warn,primary,174
2887,warning,high_school_selective_compulsory,warning,primary,174
2888,wash,compulsory_education,wash,primary,174
2889,washroom,high_school_selective_compulsory,washroom,primary,174
2890,waste,compulsory_education,waste,primary,174
2891,watch,compulsory_education,watch,primary,174
