sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
2527,standard,standard,standard,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2528,star,star,star,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2529,stare**,stare,stare,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2530,start,start,start,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2531,starve**,starve,starve,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2532,state,state,state,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2533,station,station,station,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2534,statistic**,statistic,statistic,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2535,statue**,statue,statue,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2536,stay,stay,stay,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2537,steak**,steak,steak,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2538,steal,steal,steal,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2539,steam**,steam,steam,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2540,steel**,steel,steel,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2541,step,step,step,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2542,stick,stick,stick,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2543,still,still,still,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2544,stimulate**,stimulate,stimulate,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2545,stomach,stomach,stomach,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2546,stomachache,stomachache,stomachache,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2547,stone,stone,stone,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2548,stop,stop,stop,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2549,store,store,store,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2550,storm,storm,storm,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2551,story,story,story,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2552,straight,straight,straight,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2553,straightforward**,straightforward,straightforward,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2554,strait**,strait,strait,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2555,strange,strange,strange,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2556,stranger,stranger,stranger,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2557,strategy*,strategy,strategy,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2558,strawberry,strawberry,strawberry,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2559,stream**,stream,stream,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2560,street,street,street,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2561,strength*,strength,strength,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2562,strengthen**,strengthen,strengthen,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2563,stress*,stress,stress,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2564,stretch**,stretch,stretch,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2565,strict,strict,strict,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2566,strike**,strike,strike,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2567,string**,string,string,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2568,strong,strong,strong,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2569,structure**,structure,structure,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2570,struggle*,struggle,struggle,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2571,student,student,student,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2572,studio*,studio,studio,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2573,study,study,study,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2574,stuff*,stuff,stuff,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2575,stupid,stupid,stupid,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2576,style*,style,style,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2577,subject,subject,subject,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2578,subjective**,subjective,subjective,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2579,submit**,submit,submit,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2580,subscribe**,subscribe,subscribe,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2581,subsequent**,subsequent,subsequent,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2582,substance**,substance,substance,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2583,substantial**,substantial,substantial,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2584,suburb**,suburb,suburb,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2585,subway*,subway,subway,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2586,succeed,succeed,succeed,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2587,success,success,success,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2588,successful,successful,successful,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2589,such,such,such,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2590,sudden,sudden,sudden,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2591,suffer*,suffer,suffer,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2592,sufficient*,sufficient,sufficient,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2593,sugar,sugar,sugar,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2594,suggest,suggest,suggest,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2595,suggestion,suggestion,suggestion,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2596,suit**,suit,suit,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2597,suitable**,suitable,suitable,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2598,sum**,sum,sum,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2599,summary*,summary,summary,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2600,summer,summer,summer,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2601,sun,sun,sun,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2602,Sunday,Sunday,Sunday,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2603,sunny,sunny,sunny,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2604,super*,super,super,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2605,superb**,superb,superb,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2606,superior**,superior,superior,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2607,supermarket,supermarket,supermarket,,,compulsory_education,word,S,176,168,moe-hs-english-2017-2020-appendix-2
2608,supply*,supply,supply,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2609,support,support,support,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2610,suppose,suppose,suppose,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2611,sure,sure,sure,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2612,surf*,surf,surf,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2613,surface,surface,surface,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2614,surgeon**,surgeon,surgeon,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2615,surgery**,surgery,surgery,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2616,surprise,surprise,surprise,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2617,surround*,surround,surround,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2618,surrounding**,surrounding,surrounding,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2619,survey,survey,survey,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2620,survive*,survive,survive,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2621,suspect**,suspect,suspect,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2622,suspend**,suspend,suspend,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2623,sustain**,sustain,sustain,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2624,sweat*,sweat,sweat,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2625,sweater,sweater,sweater,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2626,sweep**,sweep,sweep,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2627,sweet,sweet,sweet,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2628,swim,swim,swim,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2629,swimming,swimming,swimming,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2630,swing**,swing,swing,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2631,switch**,switch,switch,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2632,symbol**,symbol,symbol,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2633,sympathy**,sympathy,sympathy,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2634,symphony**,symphony,symphony,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2635,system*,system,system,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2
2636,table,table,table,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2637,tablet**,tablet,tablet,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2638,tackle**,tackle,tackle,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2639,tail,tail,tail,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2640,tailor**,tailor,tailor,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2641,take,take,take,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2642,tale**,tale,tale,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2643,talent*,talent,talent,,*,high_school_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2644,talk,talk,talk,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2645,tall,tall,tall,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2646,tank**,tank,tank,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2647,tape,tape,tape,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2648,target*,target,target,,*,high_school_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2649,task,task,task,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2650,taste,taste,taste,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2651,tax**,tax,tax,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2652,taxi,taxi,taxi,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2653,tea,tea,tea,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2654,teach,teach,teach,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2655,teacher,teacher,teacher,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2656,team,team,team,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2657,teapot**,teapot,teapot,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2658,tear*,tear,tear,,*,high_school_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2659,technique*,technique,technique,,*,high_school_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2660,technology,technology,technology,,,compulsory_education,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2661,teenager*,teenager,teenager,,*,high_school_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2
2662,telephone,telephone,telephone,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2663,telescope**,telescope,telescope,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2664,television (TV),television (TV),television,TV,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2665,tell,tell,tell,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2666,temperature,temperature,temperature,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2667,temple**,temple,temple,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2668,temporary**,temporary,temporary,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2669,ten,ten,ten,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2670,tend*,tend,tend,,*,high_school_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2671,tendency**,tendency,tendency,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2672,tennis,tennis,tennis,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2673,tension**,tension,tension,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2674,tenth,tenth,tenth,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2675,term,term,term,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2676,terrible,terrible,terrible,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2677,territory**,territory,territory,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2678,test,test,test,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2679,text,text,text,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2680,than,than,than,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2681,thank,thank,thank,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2682,that,that,that,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2683,the,the,the,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
2684,theatre,theatre,theatre,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2
