sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id,coverage_status,provisional_legacy_words
1584,logical**,logical,logical,,**,high_school_selective_compulsory,word,L,158,150,moe-hs-english-2017-2020-appendix-2,not_covered,
1597,lower**,lower,lower,,**,high_school_selective_compulsory,word,L,158,150,moe-hs-english-2017-2020-appendix-2,not_covered,
1600,lunar**,lunar,lunar,,**,high_school_selective_compulsory,word,L,158,150,moe-hs-english-2017-2020-appendix-2,not_covered,
1603,luxury**,luxury,luxury,,**,high_school_selective_compulsory,word,L,158,150,moe-hs-english-2017-2020-appendix-2,not_covered,
1611,maintain*,maintain,maintain,,*,high_school_compulsory,word,M,158,150,moe-hs-english-2017-2020-appendix-2,not_covered,
1631,massive**,massive,massive,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2,not_covered,
1649,mechanic**,mechanic,mechanic,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2,not_covered,
1657,membership**,membership,membership,,**,high_school_selective_compulsory,word,M,159,151,moe-hs-english-2017-2020-appendix-2,not_covered,
1677,military*,military,military,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1679,millimetre (millimeter)**,millimetre (millimeter),millimetre,millimeter,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1686,minor**,minor,minor,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1690,Miss,Miss,Miss,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2,provisional_orthographic_match,Miss.
1693,missing,missing,missing,,,compulsory_education,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1694,mission**,mission,mission,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1700,mode**,mode,mode,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1709,monthly**,monthly,monthly,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1710,mood**,mood,mood,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1714,moreover*,moreover,moreover,,*,high_school_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1718,mostly**,mostly,mostly,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1720,motion**,motion,motion,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1721,motivate**,motivate,motivate,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1722,motive**,motive,motive,,**,high_school_selective_compulsory,word,M,160,152,moe-hs-english-2017-2020-appendix-2,not_covered,
1724,mount**,mount,mount,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2,not_covered,
1731,Mr,Mr,Mr,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2,provisional_orthographic_match,Mr.
1732,Mrs,Mrs,Mrs,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2,provisional_orthographic_match,Mrs.
1733,Ms,Ms,Ms,,,compulsory_education,word,M,161,153,moe-hs-english-2017-2020-appendix-2,provisional_orthographic_match,Ms.
1736,multiple**,multiple,multiple,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2,not_covered,
1738,muscle**,muscle,muscle,,**,high_school_selective_compulsory,word,M,161,153,moe-hs-english-2017-2020-appendix-2,not_covered,
1764,negative*,negative,negative,,*,high_school_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2,not_covered,
1775,nevertheless**,nevertheless,nevertheless,,**,high_school_selective_compulsory,word,N,161,153,moe-hs-english-2017-2020-appendix-2,not_covered,
1818,objective**,objective,objective,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2,not_covered,
1821,obviously*,obviously,obviously,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2,not_covered,
1822,occasion*,occasion,occasion,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2,not_covered,
1824,occupy**,occupy,occupy,,**,high_school_selective_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2,not_covered,
1829,odd*,odd,odd,,*,high_school_compulsory,word,O,162,154,moe-hs-english-2017-2020-appendix-2,not_covered,
1840,Olympics,Olympics,Olympics,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1845,online,online,online,,,compulsory_education,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1853,opponent**,opponent,opponent,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1854,opportunity*,opportunity,opportunity,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1858,option*,option,option,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1865,organic**,organic,organic,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1868,original*,original,original,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1871,ought to*,ought to,ought to,,*,high_school_compulsory,multiword,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1883,overall**,overall,overall,,**,high_school_selective_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1885,overseas*,overseas,overseas,,*,high_school_compulsory,word,O,163,155,moe-hs-english-2017-2020-appendix-2,not_covered,
1902,panel**,panel,panel,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2,not_covered,
1919,passion**,passion,passion,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2,not_covered,
1929,PE (physical education),PE (physical education),PE,physical education,,compulsory_education,abbreviation_or_uppercase,P,164,156,moe-hs-english-2017-2020-appendix-2,provisional_orthographic_match,P.E.
1931,peak**,peak,peak,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2,not_covered,
1938,perceive**,perceive,perceive,,**,high_school_selective_compulsory,word,P,164,156,moe-hs-english-2017-2020-appendix-2,not_covered,
1949,personality*,personality,personality,,*,high_school_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2,not_covered,
1951,pessimistic**,pessimistic,pessimistic,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2,not_covered,
1954,phase**,phase,phase,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2,not_covered,
1956,philosophy**,philosophy,philosophy,,**,high_school_selective_compulsory,word,P,165,157,moe-hs-english-2017-2020-appendix-2,not_covered,
1999,poetry*,poetry,poetry,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2,not_covered,
2002,polar**,polar,polar,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2,not_covered,
2021,pose**,pose,pose,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2,not_covered,
2023,positive*,positive,positive,,*,high_school_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2,not_covered,
2042,precisely**,precisely,precisely,,**,high_school_selective_compulsory,word,P,166,158,moe-hs-english-2017-2020-appendix-2,not_covered,
2058,previous*,previous,previous,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2065,prior**,prior,prior,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2066,priority**,priority,priority,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2073,proceed**,proceed,proceed,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2078,professional*,professional,professional,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2080,profile**,profile,profile,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2090,proof**,proof,proof,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2092,property**,property,property,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2093,proposal*,proposal,proposal,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2094,prospect**,prospect,prospect,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2096,protein**,protein,protein,,**,high_school_selective_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2097,protest*,protest,protest,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2106,pudding*,pudding,pudding,,*,high_school_compulsory,word,P,167,159,moe-hs-english-2017-2020-appendix-2,not_covered,
2115,pursue**,pursue,pursue,,**,high_school_selective_compulsory,word,P,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2119,qualify**,qualify,qualify,,**,high_school_selective_compulsory,word,Q,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2129,quote**,quote,quote,,**,high_school_selective_compulsory,word,Q,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2148,rating**,rating,rating,,**,high_school_selective_compulsory,word,R,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2153,reaction*,reaction,reaction,,*,high_school_compulsory,word,R,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2158,realistic**,realistic,realistic,,**,high_school_selective_compulsory,word,R,168,160,moe-hs-english-2017-2020-appendix-2,not_covered,
2162,recall**,recall,recall,,**,high_school_selective_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2165,recently,recently,recently,,,compulsory_education,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2170,recognition**,recognition,recognition,,**,high_school_selective_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2173,recording**,recording,recording,,**,high_school_selective_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2187,region*,region,region,,*,high_school_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2197,release**,release,release,,**,high_school_selective_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2203,remarkable**,remarkable,remarkable,,**,high_school_selective_compulsory,word,R,169,161,moe-hs-english-2017-2020-appendix-2,not_covered,
2223,resident**,resident,resident,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2225,resistance**,resistance,resistance,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2226,resolution**,resolution,resolution,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2227,resolve**,resolve,resolve,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2228,resource*,resource,resource,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2230,respective**,respective,respective,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2232,response*,response,response,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2234,responsible*,responsible,responsible,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2237,restore**,restore,restore,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2242,reveal*,reveal,reveal,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2244,revise*,revise,revise,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2265,romantic*,romantic,romantic,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2272,route**,route,route,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2,not_covered,
2284,rural**,rural,rural,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2,not_covered,
2299,sample**,sample,sample,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2,not_covered,
2309,saving**,saving,saving,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2,not_covered,
2332,secondary**,secondary,secondary,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2,not_covered,
2353,series*,series,series,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2,not_covered,
2360,setting**,setting,setting,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2,not_covered,
2386,shift**,shift,shift,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2,not_covered,
2396,shortage**,shortage,shortage,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2,not_covered,
2410,significant*,significant,significant,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2,not_covered,
2426,site*,site,site,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2,not_covered,
2445,slightly*,slightly,slightly,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2474,solution*,solution,solution,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2475,solve,solve,solve,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2478,somehow*,somehow,somehow,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2482,somewhat**,somewhat,somewhat,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2494,source*,source,source,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2,not_covered,
2504,species**,species,species,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2,not_covered,
2520,stability**,stability,stability,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2,not_covered,
2534,statistic**,statistic,statistic,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2,not_covered,
2544,stimulate**,stimulate,stimulate,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2,not_covered,
2557,strategy*,strategy,strategy,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2564,stretch**,stretch,stretch,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2569,structure**,structure,structure,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2574,stuff*,stuff,stuff,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2581,subsequent**,subsequent,subsequent,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2582,substance**,substance,substance,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2583,substantial**,substantial,substantial,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2584,suburb**,suburb,suburb,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2585,subway*,subway,subway,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2592,sufficient*,sufficient,sufficient,,*,high_school_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2598,sum**,sum,sum,,**,high_school_selective_compulsory,word,S,176,168,moe-hs-english-2017-2020-appendix-2,not_covered,
2612,surf*,surf,surf,,*,high_school_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2615,surgery**,surgery,surgery,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2619,survey,survey,survey,,,compulsory_education,word,S,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2622,suspend**,suspend,suspend,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2623,sustain**,sustain,sustain,,**,high_school_selective_compulsory,word,S,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2638,tackle**,tackle,tackle,,**,high_school_selective_compulsory,word,T,177,169,moe-hs-english-2017-2020-appendix-2,not_covered,
2674,tenth,tenth,tenth,,,compulsory_education,word,T,178,170,moe-hs-english-2017-2020-appendix-2,not_covered,
2677,territory**,territory,territory,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2,not_covered,
2711,threat**,threat,threat,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2,not_covered,
2712,threaten**,threaten,threaten,,**,high_school_selective_compulsory,word,T,178,170,moe-hs-english-2017-2020-appendix-2,not_covered,
2741,tone**,tone,tone,,**,high_school_selective_compulsory,word,T,179,171,moe-hs-english-2017-2020-appendix-2,not_covered,
2806,ultimately**,ultimately,ultimately,,**,high_school_selective_compulsory,word,U,180,172,moe-hs-english-2017-2020-appendix-2,not_covered,
2821,update*,update,update,,*,high_school_compulsory,word,U,180,172,moe-hs-english-2017-2020-appendix-2,not_covered,
2828,US,US,US,,,compulsory_education,abbreviation_or_uppercase,U,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2829,us,us,us,,,compulsory_education,word,U,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2839,variation**,variation,variation,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2842,vary**,vary,vary,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2847,venue**,venue,venue,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2857,virtual**,virtual,virtual,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2860,visible**,visible,visible,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2861,vision**,vision,vision,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2871,volume**,volume,volume,,**,high_school_selective_compulsory,word,V,181,173,moe-hs-english-2017-2020-appendix-2,not_covered,
2899,weapon**,weapon,weapon,,**,high_school_selective_compulsory,word,W,182,174,moe-hs-english-2017-2020-appendix-2,not_covered,
2940,Wi-Fi*,Wi-Fi,Wi-Fi,,*,high_school_compulsory,hyphenated,W,183,175,moe-hs-english-2017-2020-appendix-2,not_covered,
2977,wrap**,wrap,wrap,,**,high_school_selective_compulsory,word,W,183,175,moe-hs-english-2017-2020-appendix-2,not_covered,
2982,writer,writer,writer,,,compulsory_education,word,W,183,175,moe-hs-english-2017-2020-appendix-2,not_covered,
