record_id,word,official_variants,source_entry,source_sequence,source_component_index,source_component_count,curriculum_level,marker,alphabetic_section,source_print_page,source_id,part_of_speech,definitions_zh,phonetic_uk,phonetic_us,enrichment_status
curriculum-2098,proud,,proud,2098,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2099,prove,,prove,2099,1,1,high_school_compulsory,*,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2100,provide,,provide,2100,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2101,province,,province,2101,1,1,high_school_compulsory,*,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2102,psychology,,psychology,2102,1,1,high_school_selective_compulsory,**,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2103,pub,,pub,2103,1,1,high_school_selective_compulsory,**,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2104,public,,public,2104,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2105,publish,,publish,2105,1,1,high_school_compulsory,*,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2106,pudding,,pudding,2106,1,1,high_school_compulsory,*,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2107,pull,,pull,2107,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2108,punish,,punish,2108,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2109,pupil,,pupil,2109,1,1,compulsory_education,,P,159,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2110,purchase,,purchase,2110,1,1,high_school_selective_compulsory,**,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2111,pure,,pure,2111,1,1,high_school_selective_compulsory,**,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2112,purple,,purple,2112,1,1,compulsory_education,,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2113,purpose,,purpose,2113,1,1,compulsory_education,,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2114,purse,,purse,2114,1,1,high_school_selective_compulsory,**,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2115,pursue,,pursue,2115,1,1,high_school_selective_compulsory,**,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2116,push,,push,2116,1,1,compulsory_education,,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2117,put,,put,2117,1,1,compulsory_education,,P,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2118,qualification,,qualification,2118,1,1,high_school_selective_compulsory,**,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2119,qualify,,qualify,2119,1,1,high_school_selective_compulsory,**,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2120,quality,,quality,2120,1,1,high_school_compulsory,*,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2121,quantity,,quantity,2121,1,1,high_school_selective_compulsory,**,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2122,quarter,,quarter,2122,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2123,queen,,queen,2123,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2124,question,,question,2124,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2125,quick,,quick,2125,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2126,quiet,,quiet,2126,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2127,quit,,quit,2127,1,1,high_school_compulsory,*,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2128,quite,,quite,2128,1,1,compulsory_education,,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2129,quote,,quote,2129,1,1,high_school_selective_compulsory,**,Q,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2130,rabbit,,rabbit,2130,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2131,race,,race,2131,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2132,racial,,racial,2132,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2133,radiation,,radiation,2133,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2134,radio,,radio,2134,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2135,radium,,radium,2135,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2136,railway,,railway,2136,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2137,rain,,rain,2137,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2138,rainbow,,rainbow,2138,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2139,rainy,,rainy,2139,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2140,raise,,raise,2140,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2141,random,,random,2141,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2142,range,,range,2142,1,1,high_school_compulsory,*,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2143,rank,,rank,2143,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2144,rapid,,rapid,2144,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2145,rare,,rare,2145,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2146,rate,,rate,2146,1,1,high_school_compulsory,*,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2147,rather,,rather,2147,1,1,high_school_compulsory,*,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2148,rating,,rating,2148,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2149,raw,,raw,2149,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2150,ray,,ray,2150,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2151,reach,,reach,2151,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2152,react,,react,2152,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2153,reaction,,reaction,2153,1,1,high_school_compulsory,*,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2154,read,,read,2154,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2155,ready,,ready,2155,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2156,real,,real,2156,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2157,realise,realize,realise (realize),2157,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2158,realistic,,realistic,2158,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2159,reality,,reality,2159,1,1,high_school_selective_compulsory,**,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2160,really,,really,2160,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2161,reason,,reason,2161,1,1,compulsory_education,,R,160,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2162,recall,,recall,2162,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2163,receipt,,receipt,2163,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2164,receive,,receive,2164,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2165,recently,,recently,2165,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2166,receptionist,,receptionist,2166,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2167,recipe,,recipe,2167,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2168,recite,,recite,2168,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2169,recognise,recognize,recognise (recognize),2169,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2170,recognition,,recognition,2170,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2171,recommend,,recommend,2171,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2172,record,,record,2172,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2173,recording,,recording,2173,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2174,recover,,recover,2174,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2175,recreation,,recreation,2175,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2176,recycle,,recycle,2176,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2177,red,,red,2177,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2178,reduce,,reduce,2178,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2179,refer,,refer,2179,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2180,reference,,reference,2180,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2181,reflect,,reflect,2181,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2182,reform,,reform,2182,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2183,refresh,,refresh,2183,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2184,refuse,,refuse,2184,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2185,regard,,regard,2185,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2186,regardless,,regardless,2186,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2187,region,,region,2187,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2188,register,,register,2188,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2189,regret,,regret,2189,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2190,regular,,regular,2190,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2191,reject,,reject,2191,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2192,relate,,relate,2192,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2193,relationship,,relationship,2193,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2194,relative,,relative,2194,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2195,relax,,relax,2195,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2196,relay,,relay,2196,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2197,release,,release,2197,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2198,relevant,,relevant,2198,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2199,reliable,,reliable,2199,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2200,relief,,relief,2200,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2201,rely,,rely,2201,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2202,remain,,remain,2202,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2203,remarkable,,remarkable,2203,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2204,remember,,remember,2204,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2205,remind,,remind,2205,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2206,remote,,remote,2206,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2207,remove,,remove,2207,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2208,rent,,rent,2208,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2209,repair,,repair,2209,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2210,repeat,,repeat,2210,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2211,replace,,replace,2211,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2212,reply,,reply,2212,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2213,report,,report,2213,1,1,compulsory_education,,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2214,represent,,represent,2214,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2215,representative,,representative,2215,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2216,republic,,republic,2216,1,1,high_school_compulsory,*,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2217,reputation,,reputation,2217,1,1,high_school_selective_compulsory,**,R,161,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2218,request,,request,2218,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2219,require,,require,2219,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2220,rescue,,rescue,2220,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2221,research,,research,2221,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2222,reserve,,reserve,2222,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2223,resident,,resident,2223,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2224,resign,,resign,2224,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2225,resistance,,resistance,2225,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2226,resolution,,resolution,2226,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2227,resolve,,resolve,2227,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2228,resource,,resource,2228,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2229,respect,,respect,2229,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2230,respective,,respective,2230,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2231,respond,,respond,2231,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2232,response,,response,2232,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2233,responsibility,,responsibility,2233,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2234,responsible,,responsible,2234,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2235,rest,,rest,2235,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2236,restaurant,,restaurant,2236,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2237,restore,,restore,2237,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2238,restrict,,restrict,2238,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2239,result,,result,2239,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2240,retire,,retire,2240,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2241,return,,return,2241,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2242,reveal,,reveal,2242,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2243,review,,review,2243,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2244,revise,,revise,2244,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2245,reward,,reward,2245,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2246,rhyme,,rhyme,2246,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2247,rice,,rice,2247,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2248,rich,,rich,2248,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2249,riddle,,riddle,2249,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2250,ride,,ride,2250,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2251,right,,right,2251,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2252,rigid,,rigid,2252,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2253,ring,,ring,2253,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2254,ripe,,ripe,2254,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2255,rise,,rise,2255,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2256,risk,,risk,2256,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2257,river,,river,2257,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2258,road,,road,2258,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2259,roast,,roast,2259,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2260,robot,,robot,2260,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2261,rock,,rock,2261,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2262,rocket,,rocket,2262,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2263,role,,role,2263,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2264,roll,,roll,2264,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2265,romantic,,romantic,2265,1,1,high_school_compulsory,*,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2266,roof,,roof,2266,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2267,room,,room,2267,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2268,root,,root,2268,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2269,rope,,rope,2269,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2270,rose,,rose,2270,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2271,round,,round,2271,1,1,compulsory_education,,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2272,route,,route,2272,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2273,routine,,routine,2273,1,1,high_school_selective_compulsory,**,R,162,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2274,row,,row,2274,1,1,compulsory_education,,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2275,royal,,royal,2275,1,1,high_school_selective_compulsory,**,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2276,rubber,,rubber,2276,1,1,high_school_selective_compulsory,**,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2277,rubbish,,rubbish,2277,1,1,compulsory_education,,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2278,rude,,rude,2278,1,1,high_school_selective_compulsory,**,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2279,rugby,,rugby,2279,1,1,high_school_selective_compulsory,**,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2280,ruin,,ruin,2280,1,1,high_school_selective_compulsory,**,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2281,rule,,rule,2281,1,1,compulsory_education,,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2282,ruler,,ruler,2282,1,1,compulsory_education,,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-2283,run,,run,2283,1,1,compulsory_education,,R,163,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
