phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
golden star,golden star,2,cet4,true,n,golden_star%1:20:00::,false,0,oewn_dictionary_review,0.0,false
golden thread,golden thread,2,cet4,true,n,golden_thread%1:20:00::,false,0,oewn_dictionary_review,0.0,false
golden trumpet,golden trumpet,2,cet6,true,n,golden_trumpet%1:20:00::,false,0,oewn_dictionary_review,0.0,false
golden wedding anniversary,golden wedding anniversary,3,cet4,true,n,golden_wedding_anniversary%1:28:00::,false,0,oewn_dictionary_review,0.0,false
golden yellow,golden yellow,2,cet4,true,a,golden-yellow%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
golf cap,golf cap,2,senior_high,true,n,golf_cap%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf cart,golf cart,2,cet4,true,n,golf_cart%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf club head,golf club head,3,senior_high,true,n,golf-club_head%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf game,golf game,2,senior_high,true,n,golf_game%1:04:00::,false,0,oewn_dictionary_review,0.0,false
golf glove,golf glove,2,senior_high,true,n,golf_glove%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf hole,golf hole,2,senior_high,true,n,golf_hole%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf lesson,golf lesson,2,senior_high,true,n,golf_lesson%1:04:00::,false,0,oewn_dictionary_review,0.0,false
golf player,golf player,2,senior_high,true,n,golf_player%1:18:00::,false,0,oewn_dictionary_review,0.0,false
golf range,golf range,2,senior_high,true,n,golf_range%1:06:00::,false,0,oewn_dictionary_review,0.0,false
golf shot,golf shot,2,cet4,true,n,golf_shot%1:04:00::,false,0,oewn_dictionary_review,0.0,false
golf stroke,golf stroke,2,cet4,true,n,golf_stroke%1:04:00::,false,0,oewn_dictionary_review,0.0,false
golf widow,golf widow,2,cet4,true,n,golf_widow%1:18:00::,false,0,oewn_dictionary_review,0.0,false
golf widower,golf widower,2,cet4,true,n,golf_widower%1:18:01::,false,0,oewn_dictionary_review,0.0,false
good authority,good authority,2,senior_high,true,n,good_authority%1:10:00::,false,0,oewn_dictionary_review,0.0,false
good by,good by,2,junior,true,n,good-by%1:10:00::,false,0,oewn_dictionary_review,0.0,false
good continuation,good continuation,2,cet4,true,n,good_continuation%1:09:00::,false,0,oewn_dictionary_review,0.0,false
good form,good form,2,junior,true,n,good_form%1:07:00::,false,0,oewn_dictionary_review,0.0,false
good luck charm,good luck charm,3,senior_high,true,n,good_luck_charm%1:06:00::,false,0,oewn_dictionary_review,0.0,false
good old boy,good old boy,3,junior,true,n,good_old_boy%1:18:00::,false,0,oewn_dictionary_review,0.0,false
good sense,good sense,2,junior,true,n,good_sense%1:09:00::,false,0,oewn_dictionary_review,0.0,false
good spirit,good spirit,2,junior,true,n,good_spirit%1:18:00::,false,0,oewn_dictionary_review,0.0,false
good story,good story,2,junior,true,n,good_story%1:10:00::,false,0,oewn_dictionary_review,0.0,false
good temper,good temper,2,cet4,true,n,good_temper%1:12:00::,false,0,oewn_dictionary_review,0.0,false
good weather,good weather,2,junior,true,n,good_weather%1:26:00::,false,0,oewn_dictionary_review,0.0,false
good word,good word,2,junior,true,n,good_word%1:10:00::|good_word%1:10:01::,false,0,oewn_dictionary_review,0.0,false
goose bump,goose bump,2,cet4,true,n,goose_bump%1:04:00::,false,0,oewn_dictionary_review,0.0,false
goose down,goose down,2,cet4,true,n,goose_down%1:05:00::,false,0,oewn_dictionary_review,0.0,false
goose egg,goose egg,2,cet4,true,n,goose_egg%1:23:00::,false,0,oewn_dictionary_review,0.0,false
goose liver,goose liver,2,cet4,true,n,goose_liver%1:13:00::,false,0,oewn_dictionary_review,0.0,false
goose skin,goose skin,2,cet4,true,n,goose_skin%1:04:00::,false,0,oewn_dictionary_review,0.0,false
gossip columnist,gossip columnist,2,cet4,true,n,gossip_columnist%1:18:00::,false,0,oewn_dictionary_review,0.0,false
government activity,government activity,2,junior,true,n,government_activity%1:04:00::,false,0,oewn_dictionary_review,0.0,false
government agency,government agency,2,senior_high,true,n,government_agency%1:14:00::,false,0,oewn_dictionary_review,0.0,false
government agent,government agent,2,cet4,true,n,government_agent%1:18:00::,false,0,oewn_dictionary_review,0.0,false
government bond,government bond,2,senior_high,true,n,government_bond%1:21:00::,false,0,oewn_dictionary_review,0.0,false
government building,government building,2,junior,true,n,government_building%1:06:00::,false,0,oewn_dictionary_review,0.0,false
government in exile,government in exile,3,cet4,true,n,government-in-exile%1:14:00::,false,0,oewn_dictionary_review,0.0,false
government income,government income,2,senior_high,true,n,government_income%1:21:00::,false,0,oewn_dictionary_review,0.0,false
government man,government man,2,junior,true,n,government_man%1:18:00::,false,0,oewn_dictionary_review,0.0,false
government minister,government minister,2,senior_high,true,n,government_minister%1:18:00::,false,0,oewn_dictionary_review,0.0,false
government note,government note,2,junior,true,n,government_note%1:21:00::,false,0,oewn_dictionary_review,0.0,false
government office,government office,2,junior,true,n,government_office%1:06:00::,false,0,oewn_dictionary_review,0.0,false
government security,government security,2,senior_high,true,n,government_security%1:21:00::,false,0,oewn_dictionary_review,0.0,false
government woman,government woman,2,junior,true,n,government_woman%1:18:00::,false,0,oewn_dictionary_review,0.0,false
grab bar,grab bar,2,senior_high,true,n,grab_bar%1:06:00::,false,0,oewn_dictionary_review,0.0,false
grab sample,grab sample,2,senior_high,true,n,grab_sample%1:09:00::,false,0,oewn_dictionary_review,0.0,false
grade appropriate,grade appropriate,2,senior_high,true,a,grade-appropriate%5:00:00:appropriate:00,false,0,oewn_dictionary_review,0.0,false
grade separation,grade separation,2,cet4,true,n,grade_separation%1:06:00::,false,0,oewn_dictionary_review,0.0,false
graduation exercise,graduation exercise,2,cet4,true,n,graduation_exercise%1:11:00::,false,0,oewn_dictionary_review,0.0,false
grain field,grain field,2,senior_high,true,n,grain_field%1:15:00::,false,0,oewn_dictionary_review,0.0,false
grain merchant,grain merchant,2,cet4,true,n,grain_merchant%1:18:00::,false,0,oewn_dictionary_review,0.0,false
gram atomic weight,gram atomic weight,3,cet4,true,n,gram-atomic_weight%1:23:00::,false,0,oewn_dictionary_review,0.0,false
grammatical case,grammatical case,2,cet4,true,n,grammatical_case%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grammatical category,grammatical category,2,cet4,true,n,grammatical_category%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grammatical cohesion,grammatical cohesion,2,cet4,true,n,grammatical_cohesion%1:22:01::,false,0,oewn_dictionary_review,0.0,false
grammatical constituent,grammatical constituent,2,cet6,true,n,grammatical_constituent%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grammatical construction,grammatical construction,2,cet4,true,n,grammatical_construction%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grammatical relation,grammatical relation,2,cet4,true,n,grammatical_relation%1:24:00::,false,0,oewn_dictionary_review,0.0,false
grammatical rule,grammatical rule,2,cet4,true,n,grammatical_rule%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grammatical subject,grammatical subject,2,cet4,true,n,grammatical_subject%1:10:01::,false,0,oewn_dictionary_review,0.0,false
grand circle,grand circle,2,senior_high,true,n,grand_circle%1:04:00::,false,0,oewn_dictionary_review,0.0,false
grand dragon,grand dragon,2,senior_high,true,n,grand_dragon%1:18:00::,false,0,oewn_dictionary_review,0.0,false
grand theft,grand theft,2,senior_high,true,n,grand_theft%1:04:00::,false,0,oewn_dictionary_review,0.0,false
grand total,grand total,2,senior_high,true,n,grand_total%1:09:00::,false,0,oewn_dictionary_review,0.0,false
grape jelly,grape jelly,2,cet6,true,n,grape_jelly%1:13:00::,false,0,oewn_dictionary_review,0.0,false
graphic art,graphic art,2,cet4,true,n,graphic_art%1:06:00::,false,0,oewn_dictionary_review,0.0,false
graphic artist,graphic artist,2,cet4,true,n,graphic_artist%1:18:00::,false,0,oewn_dictionary_review,0.0,false
graphic engine,graphic engine,2,cet4,true,n,graphic_engine%1:10:01::,false,0,oewn_dictionary_review,0.0,false
graphic symbol,graphic symbol,2,cet4,true,n,graphic_symbol%1:10:00::,false,0,oewn_dictionary_review,0.0,false
grass frog,grass frog,2,senior_high,true,n,grass_frog%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grass pea,grass pea,2,cet4,true,n,grass_pea%1:20:00::,false,0,oewn_dictionary_review,0.0,false
grass pink,grass pink,2,junior,true,n,grass_pink%1:20:01::|grass_pink%1:20:02::,false,0,oewn_dictionary_review,0.0,false
grass skirt,grass skirt,2,junior,true,n,grass_skirt%1:06:00::,false,0,oewn_dictionary_review,0.0,false
grass widower,grass widower,2,cet4,true,n,grass_widower%1:18:00::,false,0,oewn_dictionary_review,0.0,false
grave accent,grave accent,2,cet4,true,n,grave_accent%1:10:00::,false,0,oewn_dictionary_review,0.0,false
gravity assist,gravity assist,2,cet4,true,n,gravity-assist%1:19:00::,false,0,oewn_dictionary_review,0.0,false
gravity bomb,gravity bomb,2,senior_high,true,n,gravity_bomb%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gravity meter,gravity meter,2,senior_high,true,n,gravity_meter%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gravity wave,gravity wave,2,senior_high,true,n,gravity_wave%1:11:00::,false,0,oewn_dictionary_review,0.0,false
gray area,gray area,2,junior,true,n,gray_area%1:09:00::,false,0,oewn_dictionary_review,0.0,false
gray black,gray black,2,junior,true,a,gray-black%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
gray blue,gray blue,2,junior,true,a,gray-blue%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
gray body,gray body,2,junior,true,n,gray_body%1:17:01::,false,0,oewn_dictionary_review,0.0,false
gray brown,gray brown,2,junior,true,a,gray-brown%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
gray hen,gray hen,2,junior,true,n,gray_hen%1:05:00::,false,0,oewn_dictionary_review,0.0,false
gray pink,gray pink,2,junior,true,a,gray-pink%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
gray sea eagle,gray sea eagle,3,junior,true,n,gray_sea_eagle%1:05:00::,false,0,oewn_dictionary_review,0.0,false
gray skate,gray skate,2,junior,true,n,gray_skate%1:05:00::,false,0,oewn_dictionary_review,0.0,false
gray sole,gray sole,2,cet4,true,n,gray_sole%1:13:00::,false,0,oewn_dictionary_review,0.0,false
gray substance,gray substance,2,senior_high,true,n,gray_substance%1:08:00::,false,0,oewn_dictionary_review,0.0,false
gray whale,gray whale,2,junior,true,n,gray_whale%1:05:00::,false,0,oewn_dictionary_review,0.0,false
gray white,gray white,2,junior,true,a,gray-white%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
great blue shark,great blue shark,3,junior,true,n,great_blue_shark%1:05:00::,false,0,oewn_dictionary_review,0.0,false
great grandchild,great grandchild,2,cet4,true,n,great_grandchild%1:18:00::,false,0,oewn_dictionary_review,0.0,false
great granddaughter,great granddaughter,2,senior_high,true,n,great_granddaughter%1:18:00::,false,0,oewn_dictionary_review,0.0,false
great grandparent,great grandparent,2,senior_high,true,n,great_grandparent%1:18:00::,false,0,oewn_dictionary_review,0.0,false
great grandson,great grandson,2,senior_high,true,n,great_grandson%1:18:00::,false,0,oewn_dictionary_review,0.0,false
great gray owl,great gray owl,3,cet6,true,n,great_gray_owl%1:05:00::,false,0,oewn_dictionary_review,0.0,false
great grey kangaroo,great grey kangaroo,3,senior_high,true,n,great_grey_kangaroo%1:05:00::,false,0,oewn_dictionary_review,0.0,false
great grey owl,great grey owl,3,cet6,true,n,great_grey_owl%1:05:00::,false,0,oewn_dictionary_review,0.0,false
great hundred,great hundred,2,cet4,true,n,great_hundred%1:23:00::,false,0,oewn_dictionary_review,0.0,false
great power,great power,2,junior,true,n,great_power%1:14:00::,false,0,oewn_dictionary_review,0.0,false
great toe,great toe,2,cet4,true,n,great_toe%1:08:00::,false,0,oewn_dictionary_review,0.0,false
great white hope,great white hope,3,junior,true,n,great_white_hope%1:18:00::,false,0,oewn_dictionary_review,0.0,false
green ash,green ash,2,cet4,true,n,green_ash%1:20:00::,false,0,oewn_dictionary_review,0.0,false
green blind,green blind,2,junior,true,a,green-blind%5:00:00:blind:00,false,0,oewn_dictionary_review,0.0,false
green broom,green broom,2,cet4,true,n,green_broom%1:20:00::,false,0,oewn_dictionary_review,0.0,false
green frog,green frog,2,senior_high,true,n,green_frog%1:05:00::,false,0,oewn_dictionary_review,0.0,false
green gold,green gold,2,junior,true,n,green_gold%1:27:00::,false,0,oewn_dictionary_review,0.0,false
green goods,green goods,2,senior_high,true,n,green_goods%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green gram,green gram,2,senior_high,true,n,green_gram%1:13:00::|green_gram%1:20:00::,false,0,oewn_dictionary_review,0.0,false
green lead ore,green lead ore,3,cet4,true,n,green_lead_ore%1:27:00::,false,0,oewn_dictionary_review,0.0,false
green market,green market,2,junior,true,n,green_market%1:06:00::,false,0,oewn_dictionary_review,0.0,false
green monkey disease,green monkey disease,3,junior,true,n,green_monkey_disease%1:26:00::,false,0,oewn_dictionary_review,0.0,false
green olive,green olive,2,cet6,true,n,green_olive%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green pea,green pea,2,cet4,true,n,green_pea%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green pea soup,green pea soup,3,cet4,true,n,green_pea_soup%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green salad,green salad,2,junior,true,n,green_salad%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green snake,green snake,2,junior,true,n,green_snake%1:05:01::|green_snake%1:05:02::,false,0,oewn_dictionary_review,0.0,false
green turtle soup,green turtle soup,3,cet6,true,n,green_turtle_soup%1:13:00::,false,0,oewn_dictionary_review,0.0,false
green white,green white,2,junior,true,a,green-white%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
greenhouse emission,greenhouse emission,2,cet4,true,n,greenhouse_emission%1:27:00::,false,0,oewn_dictionary_review,0.0,false
grey area,grey area,2,junior,true,n,grey_area%1:09:00::,false,0,oewn_dictionary_review,0.0,false
grey black,grey black,2,junior,true,a,grey-black%5:00:00:achromatic:00,false,0,oewn_dictionary_review,0.0,false
grey blue,grey blue,2,junior,true,a,grey-blue%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
grey body,grey body,2,junior,true,n,grey_body%1:17:01::,false,0,oewn_dictionary_review,0.0,false
grey fox,grey fox,2,junior,true,n,grey_fox%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grey green,grey green,2,junior,true,a,grey-green%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
grey hen,grey hen,2,junior,true,n,grey_hen%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grey leaf pine,grey leaf pine,3,cet4,true,n,grey-leaf_pine%1:20:00::,false,0,oewn_dictionary_review,0.0,false
grey market,grey market,2,junior,true,n,grey_market%1:04:00::,false,0,oewn_dictionary_review,0.0,false
grey matter,grey matter,2,junior,true,n,grey_matter%1:08:00::,false,0,oewn_dictionary_review,0.0,false
grey pink,grey pink,2,junior,true,a,grey-pink%5:00:00:chromatic:00,false,0,oewn_dictionary_review,0.0,false
grey sea eagle,grey sea eagle,3,junior,true,n,grey_sea_eagle%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grey skate,grey skate,2,junior,true,n,grey_skate%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grey sole,grey sole,2,cet4,true,n,grey_sole%1:13:00::,false,0,oewn_dictionary_review,0.0,false
grey substance,grey substance,2,senior_high,true,n,grey_substance%1:08:00::,false,0,oewn_dictionary_review,0.0,false
grey whale,grey whale,2,junior,true,n,grey_whale%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grey wolf,grey wolf,2,junior,true,n,grey_wolf%1:05:00::,false,0,oewn_dictionary_review,0.0,false
grid metal,grid metal,2,cet6,true,n,grid_metal%1:27:00::,false,0,oewn_dictionary_review,0.0,false
grievous bodily harm,grievous bodily harm,3,cet4,true,n,grievous_bodily_harm%1:06:00::,false,0,oewn_dictionary_review,0.0,false
grind organ,grind organ,2,cet4,true,n,grind_organ%1:06:00::,false,0,oewn_dictionary_review,0.0,false
grocery bag,grocery bag,2,senior_high,true,n,grocery_bag%1:06:00::,false,0,oewn_dictionary_review,0.0,false
grocery boy,grocery boy,2,senior_high,true,n,grocery_boy%1:18:00::,false,0,oewn_dictionary_review,0.0,false
grocery list,grocery list,2,senior_high,true,n,grocery_list%1:10:00::|grocery_list%1:10:01::,false,0,oewn_dictionary_review,0.0,false
gross estate,gross estate,2,cet4,true,n,gross_estate%1:21:00::,false,0,oewn_dictionary_review,0.0,false
gross margin,gross margin,2,cet4,true,n,gross_margin%1:21:00::,false,0,oewn_dictionary_review,0.0,false
gross profit margin,gross profit margin,3,cet4,true,n,gross_profit_margin%1:21:00::,false,0,oewn_dictionary_review,0.0,false
gross revenue,gross revenue,2,cet4,true,n,gross_revenue%1:21:00::,false,0,oewn_dictionary_review,0.0,false
ground attack,ground attack,2,junior,true,n,ground_attack%1:04:00::,false,0,oewn_dictionary_review,0.0,false
ground ball,ground ball,2,junior,true,n,ground_ball%1:04:00::,false,0,oewn_dictionary_review,0.0,false
ground berry,ground berry,2,cet4,true,n,ground-berry%1:20:01::|ground-berry%1:20:02::,false,0,oewn_dictionary_review,0.0,false
ground cable,ground cable,2,cet4,true,n,ground_cable%1:06:00::,false,0,oewn_dictionary_review,0.0,false
ground control,ground control,2,junior,true,n,ground_control%1:06:00::,false,0,oewn_dictionary_review,0.0,false
ground effect,ground effect,2,junior,true,n,ground_effect%1:19:00::,false,0,oewn_dictionary_review,0.0,false
ground effect machine,ground effect machine,3,junior,true,n,ground-effect_machine%1:06:00::,false,0,oewn_dictionary_review,0.0,false
ground fire,ground fire,2,junior,true,n,ground_fire%1:11:00::,false,0,oewn_dictionary_review,0.0,false
ground level,ground level,2,junior,true,n,ground_level%1:06:00::|ground_level%1:07:00::,false,0,oewn_dictionary_review,0.0,false
ground noise,ground noise,2,junior,true,n,ground_noise%1:11:00::,false,0,oewn_dictionary_review,0.0,false
ground pink,ground pink,2,junior,true,n,ground_pink%1:20:00::,false,0,oewn_dictionary_review,0.0,false
ground roller,ground roller,2,cet4,true,n,ground_roller%1:05:00::,false,0,oewn_dictionary_review,0.0,false
ground rose,ground rose,2,junior,true,n,ground_rose%1:20:00::,false,0,oewn_dictionary_review,0.0,false
ground service crew,ground service crew,3,senior_high,true,n,ground-service_crew%1:14:00::,false,0,oewn_dictionary_review,0.0,false
ground snake,ground snake,2,junior,true,n,ground_snake%1:05:00::,false,0,oewn_dictionary_review,0.0,false
ground substance,ground substance,2,senior_high,true,n,ground_substance%1:08:00::|ground_substance%1:08:01::,false,0,oewn_dictionary_review,0.0,false
ground tackle,ground tackle,2,senior_high,true,n,ground_tackle%1:06:00::,false,0,oewn_dictionary_review,0.0,false
group action,group action,2,junior,true,n,group_action%1:04:00::,false,0,oewn_dictionary_review,0.0,false
group captain,group captain,2,senior_high,true,n,group_captain%1:18:00::,false,0,oewn_dictionary_review,0.0,false
group discussion,group discussion,2,senior_high,true,n,group_discussion%1:10:00::,false,0,oewn_dictionary_review,0.0,false
group dynamics,group dynamics,2,cet4,true,n,group_dynamics%1:09:00::,false,0,oewn_dictionary_review,0.0,false
group meeting,group meeting,2,junior,true,n,group_meeting%1:14:00::,false,0,oewn_dictionary_review,0.0,false
group participation,group participation,2,cet4,true,n,group_participation%1:04:00::,false,0,oewn_dictionary_review,0.0,false
group theory,group theory,2,senior_high,true,n,group_theory%1:09:00::,false,0,oewn_dictionary_review,0.0,false
growth factor,growth factor,2,cet4,true,n,growth_factor%1:27:00::,false,0,oewn_dictionary_review,0.0,false
growth industry,growth industry,2,cet4,true,n,growth_industry%1:14:00::,false,0,oewn_dictionary_review,0.0,false
growth onset diabetes,growth onset diabetes,3,cet6,true,n,growth-onset_diabetes%1:26:00::,false,0,oewn_dictionary_review,0.0,false
growth regulator,growth regulator,2,cet4,true,n,growth_regulator%1:27:00::,false,0,oewn_dictionary_review,0.0,false
guard boat,guard boat,2,junior,true,n,guard_boat%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guard dog,guard dog,2,junior,true,n,guard_dog%1:05:00::,false,0,oewn_dictionary_review,0.0,false
guard duty,guard duty,2,junior,true,n,guard_duty%1:04:00::,false,0,oewn_dictionary_review,0.0,false
guard of honor,guard of honor,3,junior,true,n,guard_of_honor%1:18:00::,false,0,oewn_dictionary_review,0.0,false
guardian spirit,guardian spirit,2,cet4,true,n,guardian_spirit%1:18:00::,false,0,oewn_dictionary_review,0.0,false
guest night,guest night,2,junior,true,n,guest_night%1:28:00::,false,0,oewn_dictionary_review,0.0,false
guest of honor,guest of honor,3,junior,true,n,guest_of_honor%1:18:00::,false,0,oewn_dictionary_review,0.0,false
guest worker,guest worker,2,junior,true,n,guest_worker%1:18:00::,false,0,oewn_dictionary_review,0.0,false
guidance device,guidance device,2,senior_high,true,n,guidance_device%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guidance system,guidance system,2,senior_high,true,n,guidance_system%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guide fossil,guide fossil,2,cet4,true,n,guide_fossil%1:17:00::,false,0,oewn_dictionary_review,0.0,false
guide plate,guide plate,2,junior,true,n,guide_plate%1:17:01::,false,0,oewn_dictionary_review,0.0,false
guide word,guide word,2,junior,true,n,guide_word%1:10:00::,false,0,oewn_dictionary_review,0.0,false
guilt by association,guilt by association,3,cet4,true,n,guilt_by_association%1:26:00::,false,0,oewn_dictionary_review,0.0,false
guilt trip,guilt trip,2,cet4,true,n,guilt_trip%1:12:00::,false,0,oewn_dictionary_review,0.0,false
guilty conscience,guilty conscience,2,cet4,true,n,guilty_conscience%1:12:00::,false,0,oewn_dictionary_review,0.0,false
guitar pick,guitar pick,2,junior,true,n,guitar_pick%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guitar player,guitar player,2,senior_high,true,n,guitar_player%1:18:00::,false,0,oewn_dictionary_review,0.0,false
gum ball,gum ball,2,cet4,true,n,gum_ball%1:13:00::,false,0,oewn_dictionary_review,0.0,false
gum boot,gum boot,2,cet4,true,n,gum_boot%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gum like,gum like,2,cet4,true,a,gum-like%5:00:00:adhesive:00,false,0,oewn_dictionary_review,0.0,false
gum ridge,gum ridge,2,cet6,true,n,gum_ridge%1:08:00::,false,0,oewn_dictionary_review,0.0,false
gum tree,gum tree,2,cet4,true,n,gum_tree%1:20:00::,false,0,oewn_dictionary_review,0.0,false
gun case,gun case,2,junior,true,n,gun_case%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun chamber,gun chamber,2,cet6,true,n,gun_chamber%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun control,gun control,2,junior,true,n,gun_control%1:04:00::,false,0,oewn_dictionary_review,0.0,false
gun enclosure,gun enclosure,2,cet6,true,n,gun_enclosure%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun for hire,gun for hire,3,senior_high,true,n,gun_for_hire%1:18:00::,false,0,oewn_dictionary_review,0.0,false
gun microphone,gun microphone,2,cet4,true,n,gun_microphone%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun pendulum,gun pendulum,2,cet6,true,n,gun_pendulum%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun rest,gun rest,2,junior,true,n,gun_rest%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun sight,gun sight,2,senior_high,true,n,gun-sight%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun smoke,gun smoke,2,junior,true,n,gun_smoke%1:19:00::,false,0,oewn_dictionary_review,0.0,false
gun trigger,gun trigger,2,cet4,true,n,gun_trigger%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gun worm,gun worm,2,cet4,true,n,gun_worm%1:06:01::,false,0,oewn_dictionary_review,0.0,false
gut issue,gut issue,2,cet4,true,n,gut_issue%1:09:00::,false,0,oewn_dictionary_review,0.0,false
guy cable,guy cable,2,cet4,true,n,guy_cable%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guy rope,guy rope,2,senior_high,true,n,guy_rope%1:06:00::,false,0,oewn_dictionary_review,0.0,false
guy wire,guy wire,2,senior_high,true,n,guy_wire%1:06:00::,false,0,oewn_dictionary_review,0.0,false
gym rat,gym rat,2,cet4,true,n,gym_rat%1:18:00::,false,0,oewn_dictionary_review,0.0,false
gym suit,gym suit,2,junior,true,n,gym_suit%1:06:00::,false,0,oewn_dictionary_review,0.0,false
habitual abortion,habitual abortion,2,cet6,true,n,habitual_abortion%1:04:00::,false,0,oewn_dictionary_review,0.0,false
habitual criminal,habitual criminal,2,cet4,true,n,habitual_criminal%1:18:00::,false,0,oewn_dictionary_review,0.0,false
hack driver,hack driver,2,cet4,true,n,hack-driver%1:18:00::|hack_driver%1:18:00::,false,0,oewn_dictionary_review,0.0,false
hack writer,hack writer,2,cet4,true,n,hack_writer%1:18:00::,false,0,oewn_dictionary_review,0.0,false
hail fellow,hail fellow,2,cet4,true,a,hail-fellow%5:00:00:friendly:01,false,0,oewn_dictionary_review,0.0,false
hair ball,hair ball,2,junior,true,n,hair_ball%1:17:00::,false,0,oewn_dictionary_review,0.0,false
hair care,hair care,2,junior,true,n,hair_care%1:04:00::,false,0,oewn_dictionary_review,0.0,false
hair cell,hair cell,2,senior_high,true,n,hair_cell%1:08:00::,false,0,oewn_dictionary_review,0.0,false
hair clamp,hair clamp,2,cet6,true,n,hair_clamp%1:06:01::,false,0,oewn_dictionary_review,0.0,false
hair claw,hair claw,2,cet4,true,n,hair_claw%1:06:01::,false,0,oewn_dictionary_review,0.0,false
hair clip,hair clip,2,cet4,true,n,hair_clip%1:06:01::,false,0,oewn_dictionary_review,0.0,false
hair dryer,hair dryer,2,cet4,true,n,hair_dryer%1:06:00::,false,0,oewn_dictionary_review,0.0,false
hair grass,hair grass,2,junior,true,n,hair_grass%1:20:00::,false,0,oewn_dictionary_review,0.0,false
hair grease,hair grease,2,cet6,true,n,hair_grease%1:06:00::,false,0,oewn_dictionary_review,0.0,false
hair oil,hair oil,2,junior,true,n,hair_oil%1:06:00::,false,0,oewn_dictionary_review,0.0,false
hair slide,hair slide,2,senior_high,true,n,hair_slide%1:06:00::,false,0,oewn_dictionary_review,0.0,false
hair spray,hair spray,2,cet4,true,n,hair_spray%1:06:00::,false,0,oewn_dictionary_review,0.0,false
hair style,hair style,2,junior,true,n,hair_style%1:08:00::,false,0,oewn_dictionary_review,0.0,false
hairy darling pea,hairy darling pea,3,cet4,true,n,hairy_darling_pea%1:20:00::,false,0,oewn_dictionary_review,0.0,false
hairy finger grass,hairy finger grass,3,cet4,true,n,hairy_finger_grass%1:20:00::,false,0,oewn_dictionary_review,0.0,false
hairy root,hairy root,2,cet4,true,n,hairy_root%1:26:00::,false,0,oewn_dictionary_review,0.0,false
hairy tongue,hairy tongue,2,cet4,true,n,hairy_tongue%1:26:00::,false,0,oewn_dictionary_review,0.0,false
hairy wood mint,hairy wood mint,3,cet6,true,n,hairy_wood_mint%1:20:00::,false,0,oewn_dictionary_review,0.0,false
half consciousness,half consciousness,2,cet4,true,n,half-consciousness%1:09:01::,false,0,oewn_dictionary_review,0.0,false
half cross stitch,half cross stitch,3,cet6,true,n,half_cross_stitch%1:06:00::,false,0,oewn_dictionary_review,0.0,false
half door,half door,2,junior,true,n,half_door%1:06:00::,false,0,oewn_dictionary_review,0.0,false
half holiday,half holiday,2,junior,true,n,half-holiday%1:28:00::,false,0,oewn_dictionary_review,0.0,false
