phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
senior citizen,senior citizen,2,senior_high,true,n,senior_citizen%1:18:00::,true,1,evidence_ready_review,14.0,false
settle down,settle down,2,senior_high,true,v,settle_down%2:30:00::|settle_down%2:37:00::|settle_down%2:38:00::,true,0,oewn_dictionary_review,14.0,false
settle in,settle in,2,senior_high,false,,,true,1,moby_corpus_review,14.0,false
sheet metal,sheet metal,2,senior_high,true,n,sheet_metal%1:06:00::,true,1,evidence_ready_review,14.0,false
shore bird,shore bird,2,senior_high,true,n,shore_bird%1:05:00::,true,1,evidence_ready_review,14.0,false
short circuit,short circuit,2,senior_high,true,n|v,short-circuit%2:32:00::|short-circuit%2:36:00::|short-circuit%2:41:00::|short_circuit%1:06:00::,true,0,oewn_dictionary_review,14.0,false
sight read,sight read,2,senior_high,true,v,sight-read%2:36:00::,true,0,oewn_dictionary_review,14.0,false
skin deep,skin deep,2,senior_high,true,a,skin-deep%5:00:00:superficial:00,true,1,evidence_ready_review,14.0,false
skin dive,skin dive,2,senior_high,true,n|v,skin-dive%1:04:00::|skin-dive%2:38:00::,true,0,oewn_dictionary_review,14.0,false
skip bomb,skip bomb,2,senior_high,true,v,skip-bomb%2:33:00::,true,0,oewn_dictionary_review,14.0,false
slip on,slip on,2,senior_high,true,n|v,slip-on%1:06:00::|slip_on%2:29:00::,true,0,oewn_dictionary_review,14.0,false
slip up,slip up,2,senior_high,true,n|v,slip-up%1:04:01::|slip_up%2:31:00::,true,0,oewn_dictionary_review,14.0,false
social contract,social contract,2,senior_high,true,n,social_contract%1:26:00::,true,1,evidence_ready_review,14.0,false
social security,social security,2,senior_high,false,,,true,1,moby_corpus_review,14.0,false
solar wind,solar wind,2,senior_high,true,n,solar_wind%1:19:00::,true,1,evidence_ready_review,14.0,false
sort out,sort out,2,senior_high,true,v,sort_out%2:31:00::|sort_out%2:31:01::|sort_out%2:41:00::,true,0,oewn_dictionary_review,14.0,false
spot check,spot check,2,senior_high,true,n|v,spot-check%2:31:00::|spot_check%1:04:00::,true,0,oewn_dictionary_review,14.0,false
state prison,state prison,2,senior_high,true,n,state_prison%1:06:00::,true,1,evidence_ready_review,14.0,false
steam heat,steam heat,2,senior_high,true,n|v,steam-heat%2:40:00::|steam_heat%1:06:00::,true,0,oewn_dictionary_review,14.0,false
steam room,steam room,2,senior_high,true,n,steam_room%1:06:00::,true,1,evidence_ready_review,14.0,false
strike off,strike off,2,senior_high,true,v,strike_off%2:32:00::,true,0,oewn_dictionary_review,14.0,false
strike out,strike out,2,senior_high,true,v,strike_out%2:30:03::|strike_out%2:32:00::|strike_out%2:33:00::|strike_out%2:35:00::|strike_out%2:38:00::|strike_out%2:41:00::,true,0,oewn_dictionary_review,14.0,false
strike up,strike up,2,senior_high,true,v,strike_up%2:36:00::|strike_up%2:36:01::,true,0,oewn_dictionary_review,14.0,false
string along,string along,2,senior_high,true,v,string_along%2:38:00::,true,0,oewn_dictionary_review,14.0,false
strong interaction,strong interaction,2,senior_high,true,n,strong_interaction%1:19:00::,true,1,evidence_ready_review,14.0,false
sum up,sum up,2,senior_high,true,n|v,sum-up%1:10:00::|sum_up%2:32:00::|sum_up%2:32:03::|sum_up%2:42:00::,true,0,oewn_dictionary_review,14.0,false
superior court,superior court,2,senior_high,true,n,superior_court%1:14:00::,true,1,evidence_ready_review,14.0,false
surface tension,surface tension,2,senior_high,true,n,surface_tension%1:19:00::,true,1,evidence_ready_review,14.0,false
surgeon general,surgeon general,2,senior_high,true,n,surgeon_general%1:18:01::|surgeon_general%1:18:02::,true,1,evidence_ready_review,14.0,false
sweat pants,sweat pants,2,senior_high,true,n,sweat_pants%1:06:00::,true,1,evidence_ready_review,14.0,false
symphony orchestra,symphony orchestra,2,senior_high,true,n,symphony_orchestra%1:14:00::,true,1,evidence_ready_review,14.0,false
take apart,take apart,2,senior_high,true,v,take_apart%2:31:00::|take_apart%2:35:00::|take_apart%2:36:00::,true,0,oewn_dictionary_review,14.0,false
tank up,tank up,2,senior_high,false,,,true,1,moby_corpus_review,14.0,false
tear into,tear into,2,senior_high,true,v,tear_into%2:35:00::,true,0,oewn_dictionary_review,14.0,false
tear off,tear off,2,senior_high,true,v,tear_off%2:30:00::,true,0,oewn_dictionary_review,14.0,false
telephone directory,telephone directory,2,senior_high,true,n,telephone_directory%1:10:00::,true,1,evidence_ready_review,14.0,false
tell apart,tell apart,2,senior_high,true,v,tell_apart%2:31:00::|tell_apart%2:39:00::,true,0,oewn_dictionary_review,14.0,false
time zone,time zone,2,senior_high,true,n,time_zone%1:15:00::,true,1,evidence_ready_review,14.0,false
title insurance,title insurance,2,senior_high,false,,,true,1,moby_corpus_review,14.0,false
title page,title page,2,senior_high,true,n,title_page%1:10:00::,true,1,evidence_ready_review,14.0,false
tone down,tone down,2,senior_high,true,v,tone_down%2:32:00::|tone_down%2:39:00::,true,0,oewn_dictionary_review,14.0,false
tone poem,tone poem,2,senior_high,true,n,tone_poem%1:10:00::,true,1,evidence_ready_review,14.0,false
tone up,tone up,2,senior_high,true,v,tone_up%2:29:00::,true,0,oewn_dictionary_review,14.0,false
trick out,trick out,2,senior_high,true,v,trick_out%2:29:00::,true,0,oewn_dictionary_review,14.0,false
tune in,tune in,2,senior_high,true,v,tune_in%2:39:00::,true,0,oewn_dictionary_review,14.0,false
very low frequency,very low frequency,3,senior_high,true,n,very_low_frequency%1:07:00::,true,1,evidence_ready_review,14.0,false
war crime,war crime,2,senior_high,true,n,war_crime%1:04:00::,true,1,evidence_ready_review,14.0,false
watch chain,watch chain,2,senior_high,true,n,watch_chain%1:06:00::,true,1,evidence_ready_review,14.0,false
weed out,weed out,2,senior_high,true,v,weed_out%2:40:00::,true,0,oewn_dictionary_review,14.0,false
white blood cell,white blood cell,3,senior_high,true,n,white_blood_cell%1:08:00::,true,1,evidence_ready_review,14.0,false
white collar,white collar,2,senior_high,true,a,white-collar%3:00:00::,true,1,evidence_ready_review,14.0,false
white wine,white wine,2,senior_high,true,n,white_wine%1:13:00::,true,1,evidence_ready_review,14.0,false
wide angle,wide angle,2,senior_high,true,a,wide-angle%3:01:00::,true,1,evidence_ready_review,14.0,false
wisdom tooth,wisdom tooth,2,senior_high,true,n,wisdom_tooth%1:08:00::,true,1,evidence_ready_review,14.0,false
word association,word association,2,senior_high,false,,,true,1,moby_corpus_review,14.0,false
wrap up,wrap up,2,senior_high,true,v,wrap_up%2:29:00::|wrap_up%2:30:00::|wrap_up%2:30:04::|wrap_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
for the time being,for the time being,4,senior_high,true,r,for_the_time_being%4:02:02::,false,1,evidence_ready_review,13.0,false
to a great extent,to a great extent,4,senior_high,true,r,to_a_great_extent%4:02:00::,false,1,evidence_ready_review,13.0,false
abstract art,abstract art,2,senior_high,true,n,abstract_art%1:06:00::,false,1,evidence_ready_review,10.0,false
acid wash,acid wash,2,senior_high,true,v,acid-wash%2:35:00::,false,0,oewn_dictionary_review,10.0,false
act superior,act superior,2,senior_high,true,v,act_superior%2:41:00::,false,0,oewn_dictionary_review,10.0,false
adult female,adult female,2,senior_high,true,n,adult_female%1:18:00::,false,1,evidence_ready_review,10.0,false
age limit,age limit,2,senior_high,true,n,age_limit%1:10:00::,false,1,evidence_ready_review,10.0,false
amount of money,amount of money,3,senior_high,true,n,amount_of_money%1:21:00::,false,1,evidence_ready_review,10.0,false
angle park,angle park,2,senior_high,true,v,angle-park%2:38:00::,false,0,oewn_dictionary_review,10.0,false
arch over,arch over,2,senior_high,true,v,arch_over%2:38:00::,false,0,oewn_dictionary_review,10.0,false
art movement,art movement,2,senior_high,true,n,art_movement%1:14:00::,false,1,evidence_ready_review,10.0,false
at fault,at fault,2,senior_high,true,a,at_fault%5:00:00:guilty:00,false,1,evidence_ready_review,10.0,false
attach to,attach to,2,senior_high,true,v,attach_to%2:42:00::|attach_to%2:42:01::,false,0,oewn_dictionary_review,10.0,false
background radiation,background radiation,2,senior_high,true,n,background_radiation%1:11:00::,false,1,evidence_ready_review,10.0,false
basic principle,basic principle,2,senior_high,true,n,basic_principle%1:09:00::,false,1,evidence_ready_review,10.0,false
basketball court,basketball court,2,senior_high,true,n,basketball_court%1:06:00::,false,1,evidence_ready_review,10.0,false
battle plan,battle plan,2,senior_high,true,n,battle_plan%1:09:00::,false,1,evidence_ready_review,10.0,false
bear witness,bear witness,2,senior_high,true,v,bear_witness%2:32:00::|bear_witness%2:32:02::,false,0,oewn_dictionary_review,10.0,false
beer bottle,beer bottle,2,senior_high,true,n,beer_bottle%1:06:00::,false,1,evidence_ready_review,10.0,false
bet on,bet on,2,senior_high,true,v,bet_on%2:33:00::,false,0,oewn_dictionary_review,10.0,false
bicycle chain,bicycle chain,2,senior_high,true,n,bicycle_chain%1:06:00::,false,1,evidence_ready_review,10.0,false
bird nest,bird nest,2,senior_high,true,n|v,bird-nest%2:35:00::|bird_nest%1:17:00::,false,0,oewn_dictionary_review,10.0,false
bite off,bite off,2,senior_high,true,v,bite_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
bite out,bite out,2,senior_high,true,v,bite_out%2:32:00::,false,0,oewn_dictionary_review,10.0,false
blank out,blank out,2,senior_high,true,v,blank_out%2:30:00::|blank_out%2:31:00::,false,0,oewn_dictionary_review,10.0,false
blanket jam,blanket jam,2,senior_high,true,v,blanket_jam%2:32:00::,false,0,oewn_dictionary_review,10.0,false
blood brain barrier,blood brain barrier,3,senior_high,true,n,blood-brain_barrier%1:17:00::,false,1,evidence_ready_review,10.0,false
body surf,body surf,2,senior_high,true,v,body-surf%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bomb out,bomb out,2,senior_high,true,v,bomb_out%2:33:00::,false,0,oewn_dictionary_review,10.0,false
bomb up,bomb up,2,senior_high,true,v,bomb_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
bone up,bone up,2,senior_high,true,v,bone_up%2:31:00::,false,0,oewn_dictionary_review,10.0,false
boost up,boost up,2,senior_high,true,v,boost_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
boot out,boot out,2,senior_high,true,v,boot_out%2:35:00::|boot_out%2:41:00::,false,0,oewn_dictionary_review,10.0,false
border on,border on,2,senior_high,true,v,border_on%2:42:00::,false,0,oewn_dictionary_review,10.0,false
bounce out,bounce out,2,senior_high,true,v,bounce_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
bound off,bound off,2,senior_high,true,v,bound_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bound up,bound up,2,senior_high,true,a,bound_up%5:00:00:committed:00|bound_up%5:00:00:related:02,false,1,evidence_ready_review,10.0,false
bow down,bow down,2,senior_high,true,v,bow_down%2:32:00::|bow_down%2:38:00::,false,0,oewn_dictionary_review,10.0,false
brain cell,brain cell,2,senior_high,true,n,brain_cell%1:08:00::,false,1,evidence_ready_review,10.0,false
break loose,break loose,2,senior_high,true,v,break_loose%2:30:00::|break_loose%2:38:00::,false,0,oewn_dictionary_review,10.0,false
breathe out,breathe out,2,senior_high,true,v,breathe_out%2:29:00::,false,0,oewn_dictionary_review,10.0,false
brick in,brick in,2,senior_high,true,v,brick_in%2:35:00::,false,0,oewn_dictionary_review,10.0,false
brick over,brick over,2,senior_high,true,v,brick_over%2:35:00::,false,0,oewn_dictionary_review,10.0,false
brick up,brick up,2,senior_high,true,v,brick_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
bug out,bug out,2,senior_high,true,v,bug_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
building complex,building complex,2,senior_high,true,n,building_complex%1:06:00::,false,1,evidence_ready_review,10.0,false
bunch together,bunch together,2,senior_high,true,v,bunch_together%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bunch up,bunch up,2,senior_high,true,v,bunch_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
burst in on,burst in on,3,senior_high,true,v,burst_in_on%2:32:00::,false,0,oewn_dictionary_review,10.0,false
burst upon,burst upon,2,senior_high,true,v,burst_upon%2:32:00::,false,0,oewn_dictionary_review,10.0,false
business expense,business expense,2,senior_high,true,n,business_expense%1:21:00::,false,1,evidence_ready_review,10.0,false
cage in,cage in,2,senior_high,true,v,cage_in%2:41:00::,false,0,oewn_dictionary_review,10.0,false
call the tune,call the tune,3,senior_high,true,v,call_the_tune%2:41:00::,false,0,oewn_dictionary_review,10.0,false
cancer cell,cancer cell,2,senior_high,true,n,cancer_cell%1:08:00::,false,1,evidence_ready_review,10.0,false
candy bar,candy bar,2,senior_high,true,n,candy_bar%1:13:00::,false,1,evidence_ready_review,10.0,false
card player,card player,2,senior_high,true,n,card_player%1:18:00::,false,1,evidence_ready_review,10.0,false
carpet bomb,carpet bomb,2,senior_high,true,v,carpet_bomb%2:33:00::,false,0,oewn_dictionary_review,10.0,false
cast around,cast around,2,senior_high,true,v,cast_around%2:31:00::,false,0,oewn_dictionary_review,10.0,false
cast away,cast away,2,senior_high,true,v,cast_away%2:40:00::,false,0,oewn_dictionary_review,10.0,false
cast out,cast out,2,senior_high,true,v,cast_out%2:40:00::|cast_out%2:41:00::,false,0,oewn_dictionary_review,10.0,false
catch sight,catch sight,2,senior_high,true,v,catch_sight%2:39:00::,false,0,oewn_dictionary_review,10.0,false
chain up,chain up,2,senior_high,true,v,chain_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
change integrity,change integrity,2,senior_high,true,v,change_integrity%2:30:00::,false,0,oewn_dictionary_review,10.0,false
channel surf,channel surf,2,senior_high,true,v,channel-surf%2:30:00::,false,0,oewn_dictionary_review,10.0,false
character reference,character reference,2,senior_high,true,n,character_reference%1:10:00::,false,1,evidence_ready_review,10.0,false
charge up,charge up,2,senior_high,true,v,charge_up%2:37:00::,false,0,oewn_dictionary_review,10.0,false
chemical industry,chemical industry,2,senior_high,true,n,chemical_industry%1:14:00::,false,1,evidence_ready_review,10.0,false
chemical reaction,chemical reaction,2,senior_high,true,n,chemical_reaction%1:22:00::,false,1,evidence_ready_review,10.0,false
chew the fat,chew the fat,3,senior_high,true,v,chew_the_fat%2:32:00::,false,0,oewn_dictionary_review,10.0,false
chief secretary,chief secretary,2,senior_high,true,n,chief_secretary%1:18:00::,false,1,evidence_ready_review,10.0,false
child proof,child proof,2,senior_high,true,v,child-proof%2:30:00::,false,0,oewn_dictionary_review,10.0,false
choke back,choke back,2,senior_high,true,v,choke_back%2:30:00::,false,0,oewn_dictionary_review,10.0,false
choke down,choke down,2,senior_high,true,v,choke_down%2:30:00::,false,0,oewn_dictionary_review,10.0,false
choke off,choke off,2,senior_high,true,v,choke_off%2:30:00::|choke_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
church building,church building,2,senior_high,true,n,church_building%1:06:00::,false,1,evidence_ready_review,10.0,false
church tower,church tower,2,senior_high,true,n,church_tower%1:06:00::,false,1,evidence_ready_review,10.0,false
civil officer,civil officer,2,senior_high,true,n,civil_officer%1:18:00::,false,1,evidence_ready_review,10.0,false
clap together,clap together,2,senior_high,true,v,clap_together%2:36:00::,false,0,oewn_dictionary_review,10.0,false
clap up,clap up,2,senior_high,true,v,clap_up%2:36:00::,false,0,oewn_dictionary_review,10.0,false
clue in,clue in,2,senior_high,true,v,clue_in%2:32:00::,false,0,oewn_dictionary_review,10.0,false
color vision,color vision,2,senior_high,true,n,color_vision%1:09:00::,false,1,evidence_ready_review,10.0,false
come apart,come apart,2,senior_high,true,v,come_apart%2:30:00::,false,0,oewn_dictionary_review,10.0,false
come into being,come into being,3,senior_high,true,v,come_into_being%2:30:01::,false,0,oewn_dictionary_review,10.0,false
comfort food,comfort food,2,senior_high,true,n,comfort_food%1:13:00::,false,1,evidence_ready_review,10.0,false
comfort zone,comfort zone,2,senior_high,true,n,comfort_zone%1:09:00::,false,1,evidence_ready_review,10.0,false
community property,community property,2,senior_high,true,n,community_property%1:21:00::,false,1,evidence_ready_review,10.0,false
comparison shop,comparison shop,2,senior_high,true,v,comparison-shop%2:40:00::,false,0,oewn_dictionary_review,10.0,false
computer monitor,computer monitor,2,senior_high,true,n,computer_monitor%1:06:00::,false,1,evidence_ready_review,10.0,false
computer network,computer network,2,senior_high,true,n,computer_network%1:06:00::,false,1,evidence_ready_review,10.0,false
concentrate on,concentrate on,2,senior_high,true,v,concentrate_on%2:42:00::,false,0,oewn_dictionary_review,10.0,false
construction industry,construction industry,2,senior_high,true,n,construction_industry%1:14:00::,false,1,evidence_ready_review,10.0,false
construction worker,construction worker,2,senior_high,true,n,construction_worker%1:18:00::,false,1,evidence_ready_review,10.0,false
contract in,contract in,2,senior_high,true,v,contract_in%2:32:00::,false,0,oewn_dictionary_review,10.0,false
contract out,contract out,2,senior_high,true,v,contract_out%2:32:00::|contract_out%2:41:00::,false,0,oewn_dictionary_review,10.0,false
core out,core out,2,senior_high,true,v,core_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
corporate bond,corporate bond,2,senior_high,true,n,corporate_bond%1:21:00::,false,1,evidence_ready_review,10.0,false
council member,council member,2,senior_high,true,n,council_member%1:18:00::,false,1,evidence_ready_review,10.0,false
court favor,court favor,2,senior_high,true,v,court_favor%2:32:00::,false,0,oewn_dictionary_review,10.0,false
court favour,court favour,2,senior_high,true,v,court_favour%2:32:00::,false,0,oewn_dictionary_review,10.0,false
court order,court order,2,senior_high,true,n,court_order%1:10:00::,false,1,evidence_ready_review,10.0,false
crime rate,crime rate,2,senior_high,true,n,crime_rate%1:28:00::,false,1,evidence_ready_review,10.0,false
cross file,cross file,2,senior_high,true,v,cross-file%2:41:00::,false,0,oewn_dictionary_review,10.0,false
crowd out,crowd out,2,senior_high,true,v,crowd_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
crowd together,crowd together,2,senior_high,true,v,crowd_together%2:38:00::,false,0,oewn_dictionary_review,10.0,false
curtain off,curtain off,2,senior_high,true,v,curtain_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
custom make,custom make,2,senior_high,true,v,custom-make%2:36:00::,false,0,oewn_dictionary_review,10.0,false
cycle on,cycle on,2,senior_high,true,v,cycle_on%2:38:00::,false,0,oewn_dictionary_review,10.0,false
dam up,dam up,2,senior_high,true,v,dam_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
danger zone,danger zone,2,senior_high,true,n,danger_zone%1:15:00::,false,1,evidence_ready_review,10.0,false
dark comedy,dark comedy,2,senior_high,true,n,dark_comedy%1:10:00::,false,1,evidence_ready_review,10.0,false
deep fat fry,deep fat fry,3,senior_high,true,v,deep-fat-fry%2:30:00::,false,0,oewn_dictionary_review,10.0,false
deliver the goods,deliver the goods,3,senior_high,true,v,deliver_the_goods%2:41:00::,false,0,oewn_dictionary_review,10.0,false
detective work,detective work,2,senior_high,true,n,detective_work%1:04:00::,false,1,evidence_ready_review,10.0,false
dirty bomb,dirty bomb,2,senior_high,true,n,dirty_bomb%1:06:00::,false,1,evidence_ready_review,10.0,false
disability check,disability check,2,senior_high,true,n,disability_check%1:21:00::,false,1,evidence_ready_review,10.0,false
do justice,do justice,2,senior_high,true,v,do_justice%2:31:00::|do_justice%2:39:00::,false,0,oewn_dictionary_review,10.0,false
domestic cat,domestic cat,2,senior_high,true,n,domestic_cat%1:05:00::,false,1,evidence_ready_review,10.0,false
domestic dog,domestic dog,2,senior_high,true,n,domestic_dog%1:05:00::,false,1,evidence_ready_review,10.0,false
domestic sheep,domestic sheep,2,senior_high,true,n,domestic_sheep%1:05:00::,false,1,evidence_ready_review,10.0,false
domestic violence,domestic violence,2,senior_high,true,n,domestic_violence%1:04:00::,false,1,evidence_ready_review,10.0,false
drag down,drag down,2,senior_high,true,v,drag_down%2:35:00::,false,0,oewn_dictionary_review,10.0,false
drag out,drag out,2,senior_high,true,v,drag_out%2:30:00::|drag_out%2:42:00::,false,0,oewn_dictionary_review,10.0,false
draw a blank,draw a blank,3,senior_high,true,v,draw_a_blank%2:31:00::,false,0,oewn_dictionary_review,10.0,false
drill in,drill in,2,senior_high,true,v,drill_in%2:31:00::,false,0,oewn_dictionary_review,10.0,false
drone on,drone on,2,senior_high,true,v,drone_on%2:32:00::,false,0,oewn_dictionary_review,10.0,false
drown out,drown out,2,senior_high,true,v,drown_out%2:39:00::,false,0,oewn_dictionary_review,10.0,false
drug company,drug company,2,senior_high,true,n,drug_company%1:14:00::,false,1,evidence_ready_review,10.0,false
drug free,drug free,2,senior_high,true,a,drug-free%5:00:00:sober:01,false,1,evidence_ready_review,10.0,false
early childhood,early childhood,2,senior_high,true,n,early_childhood%1:28:00::,false,1,evidence_ready_review,10.0,false
early warning system,early warning system,3,senior_high,true,n,early_warning_system%1:06:00::,false,1,evidence_ready_review,10.0,false
ease off,ease off,2,senior_high,true,v,ease_off%2:30:00::|ease_off%2:30:02::,false,0,oewn_dictionary_review,10.0,false
ease up,ease up,2,senior_high,true,v,ease_up%2:30:00::|ease_up%2:30:02::|ease_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
economic aid,economic aid,2,senior_high,true,n,economic_aid%1:21:00::,false,1,evidence_ready_review,10.0,false
economic policy,economic policy,2,senior_high,true,n,economic_policy%1:10:00::,false,1,evidence_ready_review,10.0,false
edge in,edge in,2,senior_high,true,v,edge_in%2:38:00::,false,0,oewn_dictionary_review,10.0,false
edge up,edge up,2,senior_high,true,v,edge_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
electric circuit,electric circuit,2,senior_high,true,n,electric_circuit%1:06:00::,false,1,evidence_ready_review,10.0,false
electronic device,electronic device,2,senior_high,true,n,electronic_device%1:06:00::,false,1,evidence_ready_review,10.0,false
exhibition hall,exhibition hall,2,senior_high,true,n,exhibition_hall%1:06:00::,false,1,evidence_ready_review,10.0,false
express emotion,express emotion,2,senior_high,true,v,express_emotion%2:37:00::,false,0,oewn_dictionary_review,10.0,false
express mail,express mail,2,senior_high,true,n|v,express-mail%2:32:00::|express_mail%1:10:00::,false,0,oewn_dictionary_review,10.0,false
factor analyse,factor analyse,2,senior_high,true,v,factor_analyse%2:31:00::,false,0,oewn_dictionary_review,10.0,false
factor analyze,factor analyze,2,senior_high,true,v,factor_analyze%2:31:00::,false,0,oewn_dictionary_review,10.0,false
factor out,factor out,2,senior_high,true,v,factor_out%2:31:00::|factor_out%2:31:01::,false,0,oewn_dictionary_review,10.0,false
fancy up,fancy up,2,senior_high,true,v,fancy_up%2:29:00::,false,0,oewn_dictionary_review,10.0,false
fast track,fast track,2,senior_high,true,n,fast_track%1:04:00::,false,1,evidence_ready_review,10.0,false
feature film,feature film,2,senior_high,true,n,feature_film%1:10:00::,false,1,evidence_ready_review,10.0,false
female horse,female horse,2,senior_high,true,n,female_horse%1:05:00::,false,1,evidence_ready_review,10.0,false
fence in,fence in,2,senior_high,true,v,fence_in%2:33:00::|fence_in%2:35:00::,false,0,oewn_dictionary_review,10.0,false
field of battle,field of battle,3,senior_high,true,n,field_of_battle%1:15:00::,false,1,evidence_ready_review,10.0,false
figure skate,figure skate,2,senior_high,true,n|v,figure_skate%1:06:00::|figure_skate%2:38:00::,false,0,oewn_dictionary_review,10.0,false
file away,file away,2,senior_high,true,v,file_away%2:32:00::|file_away%2:35:00::,false,0,oewn_dictionary_review,10.0,false
file in,file in,2,senior_high,true,v,file_in%2:38:00::,false,0,oewn_dictionary_review,10.0,false
file out,file out,2,senior_high,true,v,file_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
final decision,final decision,2,senior_high,true,n,final_decision%1:04:00::,false,1,evidence_ready_review,10.0,false
finance minister,finance minister,2,senior_high,true,n,finance_minister%1:18:00::,false,1,evidence_ready_review,10.0,false
financial center,financial center,2,senior_high,true,n,financial_center%1:15:00::,false,1,evidence_ready_review,10.0,false
find fault,find fault,2,senior_high,true,v,find_fault%2:32:10::,false,0,oewn_dictionary_review,10.0,false
fine tune,fine tune,2,senior_high,true,v,fine-tune%2:30:00::|fine-tune%2:30:01::|fine-tune%2:30:02::,false,0,oewn_dictionary_review,10.0,false
flame up,flame up,2,senior_high,true,v,flame_up%2:30:00::|flame_up%2:43:00::,false,0,oewn_dictionary_review,10.0,false
flash back,flash back,2,senior_high,true,v,flash_back%2:38:00::,false,0,oewn_dictionary_review,10.0,false
flash freeze,flash freeze,2,senior_high,true,v,flash-freeze%2:30:00::,false,0,oewn_dictionary_review,10.0,false
flow away,flow away,2,senior_high,true,v,flow_away%2:30:00::,false,0,oewn_dictionary_review,10.0,false
flow from,flow from,2,senior_high,true,v,flow_from%2:42:00::,false,0,oewn_dictionary_review,10.0,false
flow off,flow off,2,senior_high,true,v,flow_off%2:30:00::,false,0,oewn_dictionary_review,10.0,false
flow out,flow out,2,senior_high,true,v,flow_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
fly contact,fly contact,2,senior_high,true,v,fly_contact%2:38:00::,false,0,oewn_dictionary_review,10.0,false
football league,football league,2,senior_high,true,n,football_league%1:14:00::,false,1,evidence_ready_review,10.0,false
football player,football player,2,senior_high,true,n,football_player%1:18:00::,false,1,evidence_ready_review,10.0,false
foreign direct investment,foreign direct investment,3,senior_high,true,n,foreign_direct_investment%1:04:00::|foreign_direct_investment%1:04:01::,false,1,evidence_ready_review,10.0,false
free base,free base,2,senior_high,true,v,free-base%2:34:00::,false,0,oewn_dictionary_review,10.0,false
free thinking,free thinking,2,senior_high,true,a,free-thinking%5:00:00:broad-minded:00,false,1,evidence_ready_review,10.0,false
frost over,frost over,2,senior_high,true,v,frost_over%2:43:00::,false,0,oewn_dictionary_review,10.0,false
fund raise,fund raise,2,senior_high,true,v,fund-raise%2:40:00::|fund_raise%2:40:00::,false,0,oewn_dictionary_review,10.0,false
gain ground,gain ground,2,senior_high,true,v,gain_ground%2:33:00::,false,0,oewn_dictionary_review,10.0,false
garbage down,garbage down,2,senior_high,true,v,garbage_down%2:34:00::,false,0,oewn_dictionary_review,10.0,false
garlic salt,garlic salt,2,senior_high,true,n,garlic_salt%1:13:00::,false,1,evidence_ready_review,10.0,false
garlic sauce,garlic sauce,2,senior_high,true,n,garlic_sauce%1:13:00::,false,1,evidence_ready_review,10.0,false
gas giant,gas giant,2,senior_high,true,n,gas_giant%1:17:00::,false,1,evidence_ready_review,10.0,false
gate crash,gate crash,2,senior_high,true,v,gate-crash%2:38:00::,false,0,oewn_dictionary_review,10.0,false
gender role,gender role,2,senior_high,true,n,gender_role%1:04:00::,false,1,evidence_ready_review,10.0,false
generation gap,generation gap,2,senior_high,true,n,generation_gap%1:10:00::,false,1,evidence_ready_review,10.0,false
gentle wind,gentle wind,2,senior_high,true,n,gentle_wind%1:19:00::,false,1,evidence_ready_review,10.0,false
get a load,get a load,3,senior_high,true,v,get_a_load%2:39:00::,false,0,oewn_dictionary_review,10.0,false
get onto,get onto,2,senior_high,true,v,get_onto%2:31:00::,false,0,oewn_dictionary_review,10.0,false
get the goods,get the goods,3,senior_high,true,v,get_the_goods%2:31:00::,false,0,oewn_dictionary_review,10.0,false
gift wrap,gift wrap,2,senior_high,true,n|v,gift-wrap%2:35:00::|gift_wrap%1:27:00::,false,0,oewn_dictionary_review,10.0,false
give full measure,give full measure,3,senior_high,true,v,give_full_measure%2:41:00::,false,0,oewn_dictionary_review,10.0,false
give the bounce,give the bounce,3,senior_high,true,v,give_the_bounce%2:30:00::,false,0,oewn_dictionary_review,10.0,false
glance over,glance over,2,senior_high,true,v,glance_over%2:39:00::,false,0,oewn_dictionary_review,10.0,false
glass ceiling,glass ceiling,2,senior_high,true,n,glass_ceiling%1:10:00::,false,1,evidence_ready_review,10.0,false
go steady,go steady,2,senior_high,true,v,go_steady%2:41:00::,false,0,oewn_dictionary_review,10.0,false
