phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
golf equipment,golf equipment,2,senior_high,true,n,golf_equipment%1:06:00::,false,1,evidence_ready_review,10.0,false
good fortune,good fortune,2,senior_high,true,n,good_fortune%1:19:00::|good_fortune%1:26:00::,false,1,evidence_ready_review,10.0,false
government department,government department,2,senior_high,true,n,government_department%1:14:00::,false,1,evidence_ready_review,10.0,false
ham it up,ham it up,3,senior_high,true,v,ham_it_up%2:36:00::,false,0,oewn_dictionary_review,10.0,false
health facility,health facility,2,senior_high,true,n,health_facility%1:06:00::,false,1,evidence_ready_review,10.0,false
health professional,health professional,2,senior_high,true,n,health_professional%1:18:00::,false,1,evidence_ready_review,10.0,false
heart rhythm,heart rhythm,2,senior_high,true,n,heart_rhythm%1:07:00::,false,1,evidence_ready_review,10.0,false
heart surgery,heart surgery,2,senior_high,true,n,heart_surgery%1:04:00::,false,1,evidence_ready_review,10.0,false
heat ray,heat ray,2,senior_high,true,n,heat_ray%1:19:00::,false,1,evidence_ready_review,10.0,false
heavy metal music,heavy metal music,3,senior_high,true,n,heavy_metal_music%1:10:00::,false,1,evidence_ready_review,10.0,false
high yield,high yield,2,senior_high,true,a,high-yield%5:00:00:fruitful:00,false,1,evidence_ready_review,10.0,false
hire out,hire out,2,senior_high,true,v,hire_out%2:40:00::,false,0,oewn_dictionary_review,10.0,false
